Date,Temperature,Precipitation,Weather_Conditions,Humidity,Event_Location,Event_Date,Event_Type,Promotion_Type,Promotion_Start_Date,Promotion_End_Date,Promotion_Discount,Promotion_Items,Receipt_ID,Item_Sold,Quantity_Sold,Total_Sales_Amount,Item_ID,Item_Name,Current_Stock_Level,Reorder_Point,Lead_Time,Expiration_Date
2024-04-14,14.8,15.2,Sunny,22,East Michaelmouth,2024-05-05,Parade,Buy-One-Get-One,2024-04-20,2024-07-02,10.4,Bananas,112d1cb1-524e-4543-9736-742a50029287,Eggs,3,101.34,c142424c-e644-4416-87ca-233031df25d4,Eggs,281,43,9,2024-11-01
2024-02-26,13.9,1.2,Sunny,39,,,,Seasonal Offer,2024-06-08,2024-06-27,26.6,Bread,b7a39843-1ed0-4fa9-8740-f3adca96635e,Apples,4,326.35,7e1ab644-1ebb-418c-b5df-190aab962ed0,Apples,319,82,2,2024-06-11
2024-01-19,34.9,16.8,Sunny,85,,,,,,,,,d22f10f6-369d-493a-adeb-f211b4ebca85,Beef,5,224.22,e19e245a-97db-4555-8be2-38eaa4c00f25,Beef,135,14,9,2024-08-22
2024-04-14,12.0,12.8,Sunny,40,,,,,,,,,a8849072-db31-4689-a22d-0b28739ccf9b,Apples,6,462.98,1406e522-d0cc-46f9-a3b7-7795d2dabeb3,Apples,130,38,5,2024-05-07
2024-02-18,31.8,9.5,Sunny,99,,,,Seasonal Offer,2024-07-06,2024-07-08,30.6,Apples,fba34150-405f-4fc6-aa38-a2fc42fa7151,Bread,5,429.05,5c7d0ba2-74ee-400a-99cb-0d4bc22b9abd,Bread,500,99,14,2024-07-11
2024-05-11,31.0,5.9,Cloudy,31,Ianshire,2024-06-04,Sports,,,,,,07621509-8e65-47da-977f-c9457f1e2ef4,Beef,5,334.32,1de99a28-7fa9-4b8b-9ff2-15692d3e80fe,Beef,72,58,4,2024-06-04
2024-02-23,22.1,11.9,Rainy,50,,,,,,,,,c7d95a6e-63b8-427c-b636-8ad6deec8ee7,Milk,7,281.73,ce2f4475-2b5a-4f15-be02-334b7a7d8cad,Milk,97,42,6,2024-05-14
2024-05-04,21.0,15.4,Cloudy,84,,,,,,,,,854d9cd2-758c-49f2-ab9a-085fccf45863,Cheese,3,149.0,2c98870a-c063-43f9-84de-c206e18e88fd,Cheese,211,73,11,2024-07-01
2024-07-08,14.0,13.9,Snowy,62,,,,,,,,,f0b0b5de-f121-4b90-ab9e-875bfdac3c3b,Eggs,7,319.43,7bca8667-48b0-4358-9653-488f0b0833af,Eggs,237,65,1,2024-07-08
2024-05-12,17.2,12.0,Sunny,51,North Jodyport,2024-01-04,Parade,Seasonal Offer,2024-03-22,2024-04-18,47.5,Apples,cb51fd6a-755b-4481-8b7e-7ceb986a525c,Bananas,5,32.93,2f23bc20-e3da-4613-9783-ac7aec9da80c,Bananas,207,80,11,2024-08-20
2024-05-24,12.7,1.4,Rainy,96,,,,,,,,,d0ad8eab-629e-44d2-98ff-53f6656cf74e,Cheese,10,574.26,991f15c1-fd4e-4ae4-9ede-c8509a69600c,Cheese,183,13,1,2024-07-19
2024-07-14,21.2,15.8,Rainy,39,Port Johntown,2024-02-26,Festival,Flash Sale,2024-07-18,2024-07-20,11.9,Apples,c3f320a0-c530-4cd2-9fea-058c8d3d06fc,Chicken,2,95.85,998008a4-e313-41ee-849e-6283410dbea3,Chicken,138,76,11,2024-12-07
2024-06-14,18.6,5.1,Sunny,75,New Martha,2024-03-27,Parade,,,,,,ab48e2c2-a49a-4781-a08e-dec17cc42e10,Chicken,7,158.83,2dff180d-dd92-4922-94d7-5a4f1b051205,Chicken,358,67,7,2024-06-15
2024-03-02,11.2,4.8,Rainy,66,West Kelseystad,2024-06-08,Sports,,,,,,5107be0c-d54a-4444-bf36-a5f4e731130d,Chicken,7,345.36,d6daba01-510b-4cf1-b8b2-77151bca83e2,Chicken,251,47,13,2024-12-03
2024-06-22,12.9,1.4,Cloudy,34,,,,,,,,,26d005a2-f8ec-465a-abdf-a50d99fe3c08,Chicken,4,121.06,e66fe83a-5045-4884-bbaa-8a08d22db6ba,Chicken,431,24,6,2024-08-19
2024-05-09,13.7,12.7,Rainy,96,,,,,,,,,1e792309-8d08-4c85-8938-fb48ad9764dd,Cheese,4,33.38,b79b70a9-0d11-4e5d-a5eb-047689823be0,Cheese,290,47,3,2025-06-19
2024-06-27,28.4,11.9,Rainy,47,,,,,,,,,56ab8ffc-4ae7-422d-8ee1-a4151afd5e7e,Milk,7,691.0,012d72c3-ab2e-48a4-9e0d-33bf00f8ce17,Milk,91,84,11,2024-07-02
2024-05-13,32.1,16.6,Sunny,78,East Kevinton,2024-05-16,Concert,,,,,,1cc2c891-7c6b-4786-86a5-275415159308,Cheese,6,552.26,886f1b03-89ed-4c53-a6f5-b058705eabcf,Cheese,126,74,3,2025-01-10
2024-02-28,22.5,10.0,Cloudy,28,,,,,,,,,b79fcbd2-3c32-4976-8395-423629baa020,Bananas,5,41.84,79f9cab8-3744-4b3a-9e94-f6dba93da502,Bananas,247,97,4,2024-03-17
2024-02-20,22.5,13.2,Snowy,27,New Stanley,2024-03-19,Concert,Buy-One-Get-One,2024-06-27,2024-07-17,24.8,Cheese,558d3e7d-7d9d-42b3-af67-5d940fd223c1,Cheese,3,151.04,d44f8fd0-dbc8-493c-941d-515b8718ef03,Cheese,58,24,2,2024-02-26
2024-05-18,25.8,2.9,Rainy,79,Copelandton,2024-07-20,Parade,,,,,,5f864137-faae-4bf9-8900-18557083e8b7,Beef,8,295.99,0d31b224-d57e-4e39-89c4-39924e59023e,Beef,416,88,12,2024-09-06
2024-07-13,17.6,6.7,Cloudy,54,,,,,,,,,19887c04-b490-427d-b397-451fc6968299,Eggs,1,79.26,1c95c3b0-247f-4d36-a7d2-82622c207272,Eggs,154,82,12,2025-07-01
2024-02-13,20.9,9.1,Rainy,37,Moorechester,2024-03-12,Concert,,,,,,f63b28b2-ea25-4363-9ea9-0da615b27312,Bananas,1,92.13,eff4f61d-06b8-4400-9b34-9c1fb6b99133,Bananas,317,39,12,2024-12-22
2024-01-19,11.6,2.9,Cloudy,42,Jamesville,2024-07-10,Concert,Discount,2024-02-17,2024-06-19,21.0,Cheese,19823e10-af3e-4659-bdf0-e6cd3fb88f1c,Bread,10,465.71,7548804f-99ba-4b1c-bbfb-d760f3b65192,Bread,390,13,1,2024-08-24
2024-04-22,33.4,17.2,Cloudy,91,,,,Buy-One-Get-One,2024-07-08,2024-07-20,7.3,Bread,a3a960af-b02d-4183-ab05-4abb6a22868c,Milk,7,566.1,7f38b4d6-81a2-4a0e-91f9-60cbc5f7c0db,Milk,64,98,11,2024-07-02
2024-04-22,21.2,10.1,Cloudy,71,New Christina,2024-02-27,Concert,Flash Sale,2024-04-12,2024-07-09,12.7,Milk,00f0800d-af60-4d25-9225-9f6fc0d8af69,Eggs,4,10.14,d3b745b5-7471-4b48-a7ce-688d63e17856,Eggs,129,71,6,2024-08-20
2024-02-01,20.3,18.9,Snowy,36,South Tammy,2024-05-28,Parade,,,,,,c52f7ce1-8f3e-4a85-a913-92c509e88805,Bread,6,198.08,fe00d584-7e4e-432e-9e6e-faa31e4f71ce,Bread,493,20,7,2024-10-28
2024-06-30,19.6,0.8,Rainy,86,,,,,,,,,b523815e-e0f2-4075-acdb-b461bf3d0f09,Cheese,7,509.53,65b9e938-c358-4ba1-a3f3-baf9093241a8,Cheese,330,75,12,2024-09-05
2024-05-05,17.3,6.2,Snowy,23,,,,Flash Sale,2024-05-22,2024-06-08,18.1,Milk,8166fb96-a693-472a-a282-f4945baa7cac,Eggs,6,15.88,f75bb903-7b4e-4113-8d65-015b7ab51020,Eggs,76,20,5,2025-04-06
2024-02-12,33.8,14.5,Rainy,84,,,,Buy-One-Get-One,2024-03-26,2024-03-29,9.6,Apples,cc64c1ef-de0a-4218-be34-33790b2e160a,Cheese,9,459.76,08e40b1a-c44a-4d36-9187-e872b40f1467,Cheese,196,36,10,2024-04-15
2024-03-01,11.7,0.0,Snowy,71,Jerrymouth,2024-05-05,Festival,,,,,,4cb56f11-9208-4f51-ac3e-e923debb84bc,Apples,3,210.55,b37e64fa-63dd-45a6-9d61-0c49f4f385d4,Apples,142,48,6,2024-07-24
2024-04-11,26.8,0.3,Sunny,45,,,,,,,,,9f175394-445a-4680-adb6-e51062e32684,Apples,9,310.31,0b3ec50d-0e72-414c-a2b1-7ad4e921fd35,Apples,177,32,8,2024-04-15
2024-02-17,18.6,8.2,Sunny,62,Torreshaven,2024-06-28,Concert,Buy-One-Get-One,2024-03-03,2024-03-23,20.6,Chicken,49ba6151-6339-46be-ba04-555a1076440e,Chicken,2,117.91,2fc8ec96-22cc-4786-b5d5-187108afb787,Chicken,412,71,4,2024-09-06
2024-04-11,33.1,16.8,Rainy,29,,,,Buy-One-Get-One,2024-07-10,2024-07-14,39.6,Eggs,8073347a-3e0f-4aa8-b5e2-ae4ec951c827,Milk,1,23.86,29f25d02-b7cf-4ed2-a81e-08bd6d185683,Milk,346,37,4,2024-07-11
2024-04-26,18.1,13.8,Rainy,67,Taylortown,2024-04-06,Sports,,,,,,d28ca1fc-fdf2-4b43-ba35-0f493ab9fed1,Eggs,8,533.24,ec50439c-969c-45cb-8af1-9699e4d922f1,Eggs,245,16,6,2024-06-03
2024-01-27,29.5,18.6,Sunny,71,Nicoletown,2024-05-11,Parade,Seasonal Offer,2024-04-22,2024-04-30,18.8,Bread,4db9f2df-ab53-48c1-8b87-b34df4b6807b,Beef,1,61.93,42642ca1-291c-4a1a-bb00-9bc56260aa83,Beef,70,32,8,2024-07-14
2024-06-11,21.8,5.3,Rainy,32,,,,,,,,,ef96722e-4d1c-4f18-913a-ae62590151a2,Bread,6,365.98,5bc88799-5698-439a-a84d-8f08c980edfe,Bread,79,69,6,2024-07-17
2024-07-08,32.6,7.9,Cloudy,85,West Matthew,2024-04-03,Parade,,,,,,f159aa57-9f6f-4a2f-9b35-8f9271aa8106,Cheese,8,321.01,06300705-46dd-4093-a49e-f0edec2ff92a,Cheese,330,25,4,2024-12-27
2024-07-03,19.1,12.5,Sunny,61,,,,,,,,,0a314c5a-0d03-4c17-a904-8252d9b7852a,Beef,8,460.07,b80e5025-9240-4c93-b149-d6cf8cab649e,Beef,188,100,3,2025-01-07
2024-06-18,15.3,11.9,Rainy,37,Jamesfurt,2024-05-18,Festival,,,,,,cdd49889-7340-43a1-8b14-e82fa9553776,Chicken,6,256.36,ddfd4c20-cb77-4a9c-bd2f-fe23ded689e1,Chicken,474,85,8,2024-08-22
2024-06-14,21.3,5.5,Snowy,70,,,,,,,,,17758236-fe1e-402d-8778-c3ae483375ef,Bananas,9,877.72,dbcfbe70-4e18-4314-bfa4-4362b594960b,Bananas,492,82,7,2025-01-09
2024-02-10,21.9,16.3,Sunny,92,Timothyport,2024-05-11,Concert,Buy-One-Get-One,2024-07-19,2024-07-20,41.7,Chicken,24473c3f-d16e-43c5-95cf-f730a18e2349,Bread,3,188.41,1c6828bb-df01-4897-9eb7-95a0c82ae754,Bread,278,60,1,2024-12-03
2024-02-18,28.5,9.6,Snowy,73,,,,Discount,2024-04-24,2024-06-20,6.2,Bananas,720646d4-76ea-4d44-8cf4-d44e890677cc,Chicken,7,635.05,9f4c2f1a-6698-44d4-8910-99ee2ac64ca9,Chicken,94,83,7,2024-07-18
2024-03-27,30.4,10.6,Cloudy,55,,,,,,,,,ad6f994d-339a-4d85-a269-39af2f97c475,Chicken,9,24.34,5abc1082-21b4-4820-9844-5d2f1e3b963c,Chicken,103,40,14,2024-04-19
2024-05-27,14.8,10.5,Cloudy,38,,,,,,,,,136a6785-4d9e-4404-9308-590e8a1386e7,Bread,3,219.33,362da8ec-422a-4184-b563-3a88021cce45,Bread,468,84,11,2024-07-13
2024-04-18,15.0,8.5,Snowy,45,North Timothy,2024-02-19,Sports,Flash Sale,2024-07-03,2024-07-05,49.7,Chicken,c4345d59-2294-4db3-90c7-2936801d1820,Apples,3,93.94,0c11576e-c87f-472e-84ac-a8a7bf75cfe1,Apples,379,72,3,2024-05-01
2024-02-11,10.3,1.2,Rainy,47,North Brandon,2024-06-27,Festival,,,,,,e4b99027-fde9-4bca-bb10-dcc48d12d0f0,Apples,2,34.02,08ed9dac-99c7-4424-a756-3a35c1a64e1f,Apples,265,30,13,2024-04-16
2024-05-27,12.6,15.1,Cloudy,86,,,,,,,,,0924fb2a-ae54-4776-ab34-fd9ffd732886,Bread,7,223.48,4f9d527b-f894-4897-8c5a-7b29bb0fdc33,Bread,356,34,12,2024-08-19
2024-07-14,27.1,16.2,Sunny,83,,,,,,,,,0dbaeac7-ddd0-4f71-82c1-9304b2397ec6,Bananas,7,61.43,af8f358f-b005-4289-bfa5-7cd955a2b3f9,Bananas,360,75,3,2025-02-05
2024-06-20,21.7,16.2,Snowy,29,,,,,,,,,703d5d43-c7e1-4e35-84b1-d067d01d5484,Milk,10,927.54,78352134-19dc-4076-971d-d6697ed03ce6,Milk,401,86,2,2025-05-02
2024-05-20,34.8,7.0,Rainy,32,Youngville,2024-06-26,Festival,,,,,,14980c1c-f361-4a2e-8176-987775806b3d,Bread,2,20.41,6c19623f-82c4-4ce9-8581-0ea55879d35e,Bread,331,83,10,2024-10-20
2024-04-14,20.2,1.5,Snowy,70,,,,,,,,,ce5e3fc8-82a6-4d04-a1e3-8465a917c135,Bread,7,117.29,1e1c8b8a-136a-4faa-994c-15bfc292e563,Bread,197,16,9,2024-04-28
2024-06-14,26.5,11.3,Rainy,58,Danieltown,2024-04-07,Parade,,,,,,beb1438c-8dea-4d7c-95ba-c20b3ff4d1ce,Bananas,2,56.62,edc862d6-4713-4234-a555-27bfb04dabcd,Bananas,154,86,14,2024-10-02
2024-06-08,20.6,5.1,Sunny,59,,,,,,,,,6eba0b29-5404-4785-944a-1c857fb848d7,Cheese,5,487.69,1310d920-48b6-48b2-a476-4c7ce2304ae7,Cheese,403,48,1,2024-06-12
2024-01-07,13.8,12.8,Sunny,28,,,,Seasonal Offer,2024-03-15,2024-03-16,34.5,Eggs,c69e13f7-4f4e-44cb-8ce1-5c08aa747122,Apples,7,236.69,dd505c1a-58e9-43bc-b382-938fe2c9a4a5,Apples,358,64,8,2024-01-07
2024-03-31,18.2,3.6,Rainy,80,,,,Discount,2024-04-27,2024-06-05,48.7,Beef,cbaa90b1-cd17-4fc9-b3fe-ea272066a979,Apples,6,361.13,ae3f5842-f472-4a7c-a9d0-a5a3f707dc84,Apples,374,82,2,2024-04-15
2024-02-16,10.6,9.1,Rainy,33,,,,,,,,,cd6634b7-0d5a-4691-8475-b3106c127e9c,Bread,8,123.96,64be14dc-b646-4947-a9d1-c30d1b0582b1,Bread,419,62,6,2024-10-07
2024-03-28,32.3,7.3,Cloudy,46,,,,Buy-One-Get-One,2024-04-01,2024-07-20,7.9,Eggs,15aec0c5-a0a9-4000-ab95-86d89fb3d969,Chicken,10,448.2,5d8600b9-ca46-4ed0-a83b-a10c7f88ad63,Chicken,88,75,2,2025-01-22
2024-04-19,23.9,19.2,Rainy,56,,,,,,,,,0e1cdea3-8466-43e3-a598-71647ffcd475,Milk,9,121.5,d8364213-ed0f-460e-82f4-567af592956c,Milk,223,65,13,2024-08-01
2024-06-16,20.7,0.6,Cloudy,37,,,,,,,,,bf984e70-1154-4164-8f75-45d971cc89f7,Eggs,8,9.64,ed9a627a-415a-4bf2-9b22-3c2bb07ea924,Eggs,226,58,9,2024-08-25
2024-06-20,31.2,7.9,Snowy,76,,,,Buy-One-Get-One,2024-06-22,2024-07-18,40.5,Apples,3bf00341-1958-4d07-8e5f-f90e1c65eb4b,Cheese,2,32.35,649898d0-fe5f-40a7-b7cb-4fc7b7cf73d1,Cheese,322,32,14,2024-07-14
2024-03-27,33.1,0.6,Rainy,60,South Justintown,2024-01-21,Sports,Buy-One-Get-One,2024-07-08,2024-07-12,27.4,Milk,769330e2-4f7f-4a82-b55a-c1a3694dec22,Eggs,2,84.63,8964dc48-5d00-4a53-acd6-625487f66d74,Eggs,357,12,14,2024-03-29
2024-02-20,26.0,3.5,Rainy,84,,,,,,,,,9707a8a6-bdfd-4a0f-b7ef-e30e4898396d,Beef,8,644.68,9d285d07-1818-44cc-93f4-f03f56806d5a,Beef,96,19,1,2024-06-08
2024-03-08,15.2,1.3,Cloudy,86,,,,,,,,,0c4c154d-c531-497f-ac3c-b736ce83a090,Eggs,8,621.98,6970667d-34a0-4a21-bfdf-ee1cbadf6e10,Eggs,408,27,12,2024-04-15
2024-03-24,24.4,18.1,Snowy,67,,,,,,,,,0ca16e87-4805-4016-a66e-3f75433cc2fd,Eggs,4,64.12,74a3c796-076c-4cab-a9b9-4fb13ba14083,Eggs,425,15,6,2024-04-05
2024-01-01,10.5,7.2,Rainy,78,,,,,,,,,0c05d78e-b5a8-4104-90a0-1283e8182466,Beef,9,303.15,e4bd5c31-4659-4848-a61e-517517cb1829,Beef,216,13,12,2024-01-15
2024-03-17,14.9,13.3,Snowy,55,,,,,,,,,197ec3a5-09a0-47c6-b0c6-f66ed78493bd,Bananas,6,241.43,e84a3b9e-d00f-436d-b3d9-e99a6bdf409b,Bananas,154,15,14,2024-05-18
2024-04-26,32.1,7.0,Rainy,52,,,,Seasonal Offer,2024-06-13,2024-06-26,34.7,Eggs,dbd3cee3-bdf8-4df1-8195-484d1a3c85cb,Eggs,3,3.24,6d1a963a-4496-4949-8a37-8604f18f83b0,Eggs,387,31,13,2024-06-08
2024-04-05,30.6,2.1,Cloudy,59,,,,Discount,2024-04-02,2024-07-07,27.7,Eggs,d4c79c7d-691d-4473-aea3-5f6f0e447d8e,Bread,4,78.18,24176e46-4e47-4187-a402-f2c340e7daa8,Bread,455,69,7,2024-09-09
2024-01-15,15.5,18.8,Cloudy,45,Lake Nathantown,2024-03-07,Parade,Discount,2024-07-21,2024-07-21,9.2,Bananas,380df15c-1b88-4a01-a535-d306e219903f,Apples,2,117.82,7a08c46e-6fea-404d-9df5-9226005e3e6c,Apples,361,88,14,2025-03-03
2024-01-29,22.4,19.6,Cloudy,97,Daltonbury,2024-04-10,Festival,Discount,2024-04-06,2024-04-22,37.8,Bread,70b7c329-d10f-4517-85c0-6fe364ef7257,Apples,4,378.63,c23345f3-7d32-4877-a65d-bd1eb46b7ffa,Apples,482,84,4,2024-05-15
2024-07-15,25.9,12.3,Sunny,42,,,,,,,,,9de19d96-fd21-49fb-bb6b-673b95735535,Apples,1,72.73,2a4fb632-c815-4305-813d-de701e86daed,Apples,345,29,12,2024-11-05
2024-03-14,19.9,11.1,Cloudy,37,North Katelyn,2024-04-28,Parade,,,,,,add00a52-1349-4783-a4da-c408c7c91dce,Milk,10,309.06,22382970-53a8-4072-ae47-f7df92d1e265,Milk,259,49,5,2024-09-15
2024-02-03,31.2,1.4,Cloudy,62,,,,,,,,,efc40ca8-18c6-4987-9211-c1438cf0d744,Beef,8,52.74,843c8497-d0f6-477d-bef4-3fe411308e52,Beef,100,15,8,2024-09-19
2024-05-14,28.5,8.2,Sunny,51,,,,,,,,,e4b10928-2608-47da-8def-b00cb53e89d1,Chicken,6,561.04,8aba4b56-a66b-4369-a6c0-11e6109dc6df,Chicken,362,28,1,2024-08-11
2024-06-12,27.7,7.3,Sunny,98,,,,Flash Sale,2024-01-25,2024-01-25,31.8,Milk,0ff0e0ee-11fc-49e6-8a94-d73b9d42fac0,Bananas,6,593.8,512f2cf3-7a4a-4786-afb7-597ab4c9ae39,Bananas,101,59,2,2024-07-24
2024-05-09,28.5,19.2,Rainy,26,,,,Flash Sale,2024-03-14,2024-04-27,14.9,Cheese,2cd65b9a-31bc-4d62-8f87-ef989719486b,Apples,4,100.79,3bbf576f-d8b3-4618-904c-55012754ccca,Apples,296,11,12,2024-05-09
2024-04-30,17.2,3.3,Rainy,63,,,,,,,,,7b5ebd66-e70f-4709-99d6-33170f238aea,Bananas,7,578.35,f0591ed3-a03a-4133-941a-333a1e4cbcd5,Bananas,167,10,13,2024-06-30
2024-01-14,28.9,5.0,Rainy,76,,,,,,,,,49c6f7ef-0b5d-426d-814c-340377b33b75,Bananas,8,498.47,5e715e68-dc34-492a-ab4b-3a73482b7bf4,Bananas,84,49,6,2024-02-15
2024-03-19,11.0,12.8,Sunny,35,South Kevin,2024-04-15,Sports,Discount,2024-04-04,2024-06-27,35.3,Bread,84d296ab-876f-44d6-97e0-7b1617e62359,Milk,9,728.74,31199519-a4a3-43d1-8252-0af4c0520daf,Milk,471,83,13,2024-06-28
2024-02-16,26.2,11.2,Cloudy,29,Martinton,2024-06-06,Sports,Buy-One-Get-One,2024-06-13,2024-07-06,37.0,Apples,7cb99f18-3bb9-4251-96d5-7105edaf7cd6,Apples,10,770.77,6ccad7fa-0300-451f-ab01-52fae875a38d,Apples,322,11,7,2024-09-04
2024-04-23,24.1,0.1,Rainy,29,,,,,,,,,4e6c5ab0-b4ce-462a-9a0d-b4ea6424d000,Chicken,2,29.69,a43c7739-94d7-4aa2-b08e-64a5f319f52d,Chicken,267,17,3,2024-05-25
2024-06-06,26.0,17.9,Sunny,37,,,,Discount,2024-05-21,2024-05-28,9.7,Beef,871718b9-2e51-45a6-afed-9f99bda7a263,Chicken,8,375.37,8e97c6ee-a596-4060-b346-5ab62ce8d226,Chicken,272,11,2,2024-08-15
2024-01-03,25.2,16.2,Sunny,46,South Kelseyland,2024-03-07,Festival,Buy-One-Get-One,2024-03-23,2024-04-10,37.0,Cheese,d696406f-6e94-4e18-ae6d-9d57ffd40914,Beef,4,136.28,23101ba2-12e5-4718-90f5-c36bd45952ee,Beef,477,26,3,2024-02-22
2024-05-28,13.2,3.3,Cloudy,38,Sherylmouth,2024-03-02,Concert,Seasonal Offer,2024-04-13,2024-04-13,6.7,Bread,8de9b5a7-92cf-4f8a-b01b-892fa8ec33fd,Apples,10,30.42,d4599903-aa14-4a23-b39c-47d35ecae95d,Apples,384,71,10,2024-10-08
2024-01-06,23.7,16.6,Snowy,81,West Elijahhaven,2024-01-14,Concert,,,,,,cf8cc174-e08d-40c9-8053-b3f58115065e,Apples,4,107.9,b3419d22-fc81-417d-a8c8-e212c0d2627e,Apples,384,74,4,2024-12-10
2024-01-02,33.6,18.0,Cloudy,76,South Catherine,2024-03-08,Parade,,,,,,d5b83ab5-7baf-46db-b535-1c6b313c9c1f,Milk,5,468.67,8f9f2653-91b3-432a-be4d-ec0a87e8809b,Milk,456,89,8,2024-02-14
2024-02-03,29.9,17.7,Rainy,29,,,,,,,,,735217bf-6a0e-4ead-971e-88ae34a28570,Cheese,10,266.79,46062cbd-94bc-4006-acd4-9836b7eeb5dc,Cheese,398,19,6,2024-03-17
2024-04-12,17.8,12.6,Sunny,96,,,,,,,,,7b826276-ebd8-43e7-8ee1-046dd5c80da7,Beef,6,592.0,64cf1343-dcb4-483d-8b80-803108c7cb84,Beef,326,52,8,2025-01-14
2024-02-07,34.6,18.3,Cloudy,95,East Davidfurt,2024-07-13,Festival,Seasonal Offer,2024-06-14,2024-07-15,40.6,Beef,046a018f-009f-4196-b10b-8a877bcb2db3,Bread,8,649.96,9372f8ee-cb87-4e36-b18c-f87eef975b98,Bread,124,84,3,2024-02-21
2024-06-19,28.2,18.1,Sunny,100,,,,Buy-One-Get-One,2024-07-04,2024-07-08,23.6,Cheese,621c2120-2783-43e4-91d4-5c30c4be912f,Chicken,3,260.23,1bbc34b4-5d9e-49bb-b9c4-9f1ca85f410d,Chicken,86,86,5,2024-12-08
2024-05-21,31.0,10.5,Rainy,73,,,,Buy-One-Get-One,2024-05-31,2024-06-03,36.3,Bread,8a8b6e4f-2414-446b-8c18-53edf7d7af97,Apples,6,30.73,4574ac2a-6ef7-4d9c-b597-4b44e4ffaa7d,Apples,133,74,8,2024-10-30
2024-04-11,21.8,15.8,Snowy,65,Smithtown,2024-05-20,Sports,Seasonal Offer,2024-07-14,2024-07-15,18.1,Eggs,49f61075-7fe1-481c-a4e1-171b8653f93e,Bananas,9,465.35,cbf7d487-e16e-4d08-8997-31aac22b03d1,Bananas,62,83,6,2024-12-28
2024-05-04,30.1,5.9,Rainy,29,,,,,,,,,9365e6f8-87e0-41f1-9fad-fdd561c2018f,Cheese,7,427.32,a49db474-a096-4334-a284-cb2fe7f8f1ce,Cheese,311,85,10,2024-08-09
2024-04-09,18.9,16.8,Snowy,62,Meadowston,2024-06-20,Parade,Seasonal Offer,2024-03-21,2024-05-17,39.0,Cheese,8b3d15d5-9ae8-461a-87a1-64a10418f6db,Beef,8,667.09,d76dd275-05bc-4bfc-a839-be4049802a37,Beef,420,46,13,2024-07-14
2024-06-16,28.7,14.0,Rainy,41,,,,Flash Sale,2024-02-06,2024-06-03,6.9,Bananas,21fff698-657d-4dae-85ad-93c3d895a073,Chicken,3,214.47,dd1188c6-ecee-43af-b5c9-30f1340cadb1,Chicken,129,81,14,2024-06-18
2024-06-14,34.7,8.7,Sunny,43,,,,,,,,,71188356-5dfc-4495-be09-b01c2c6ea8d0,Bananas,9,167.53,d1b34f9b-87b7-4c14-9112-83e9d2ebd9c3,Bananas,340,40,8,2024-07-06
2024-01-12,32.5,18.8,Rainy,41,,,,,,,,,1f7360cf-aaf2-461f-9fe8-7c83dc6ce6d1,Chicken,1,24.79,e126199c-b7ec-43e9-a899-0388dfb25f24,Chicken,282,82,7,2024-02-03
2024-03-28,32.2,19.0,Sunny,24,Morristown,2024-06-14,Concert,,,,,,0e332fad-ed5d-40b0-9336-215fca3a1ae9,Apples,10,996.48,14cb5316-9e77-41ad-982f-9107667c3e5c,Apples,456,58,12,2024-06-05
2024-04-18,15.8,11.1,Rainy,98,,,,Flash Sale,2024-03-02,2024-04-14,17.4,Milk,73f9ad8a-7b96-40bc-8aa3-1a536e9bb38b,Chicken,4,53.23,3167778e-d242-481b-92fe-5d399b6929b9,Chicken,167,23,3,2024-05-03
2024-06-22,20.3,18.9,Sunny,53,,,,,,,,,fb4528ef-516c-4c84-94eb-50eac9e36416,Apples,10,211.48,5204bd61-c34a-4dd8-86cf-7dfc15dd1824,Apples,207,18,8,2025-02-19
2024-04-03,26.8,19.7,Snowy,37,,,,,,,,,318fed90-5da9-4285-bd69-8b4fac83419d,Chicken,2,169.13,21b56ecb-0a37-46cd-bf99-2a6e247450e0,Chicken,325,42,8,2024-11-06
2024-07-23,21.8,7.8,Sunny,55,,,,Seasonal Offer,2024-07-20,2024-07-20,8.5,Cheese,70fce093-1cfe-45ec-ae3c-421d33a51365,Bread,9,53.4,9483c2d8-9434-4c69-b671-f7545fd7a10e,Bread,239,66,5,2024-11-19
2024-05-29,29.3,7.4,Sunny,100,Garciaport,2024-03-20,Festival,,,,,,89712cfe-baf3-4711-9727-15a88d0e1877,Eggs,10,69.48,c0415500-7060-4580-b39a-ebfa3053ce07,Eggs,167,20,6,2024-12-09
2024-05-11,11.6,15.1,Sunny,64,,,,,,,,,4b57e6d9-0899-48c2-999e-342789106af5,Chicken,8,447.76,4e091dc4-efd3-47f5-879a-59b9d6a63e97,Chicken,87,57,8,2024-09-20
2024-02-11,22.5,3.1,Snowy,54,Port Kristopher,2024-02-11,Parade,Seasonal Offer,2024-06-20,2024-06-27,36.8,Bread,4708ee65-5d6f-4462-a2dd-051495fc7d84,Eggs,4,15.97,74f05be6-de7b-48e7-a6f7-d80677afd92e,Eggs,404,20,11,2024-02-19
2024-03-23,18.7,17.7,Rainy,24,,,,,,,,,0b00a6a9-87b0-4394-926f-954f46cf40a1,Bananas,1,15.85,edb77685-aab0-4a32-bb1d-9a23ae331222,Bananas,460,43,7,2024-07-09
2024-05-13,30.8,2.0,Snowy,87,,,,,,,,,81b7d660-37d9-423f-b3ad-c92eab87d458,Bananas,2,114.72,3f1aed8b-8604-4f57-84b1-05b1cc081b5d,Bananas,54,45,5,2024-08-06
