Product ID,Product Name,Category,Sub-Category,Expiration Date,Stock Level,Sales Velocity,Purchase Date,Price,Shelf Life,Product Weight/Volume,Additional Feature 1,Additional Feature 2,Likely to be Sold
PID102942,Standard Catch,Ready-to-Eat Meals,Fresh Pasta,2024-02-04,72,1.7532958652288517,2023-07-23,2.91,196,3.9,Fresh Pasta,Gluten-Free,No
PID102943,Born Discussion,Deli,Cheese,2024-09-30,76,6.823810882860445,2023-10-01,38.43,365,4.65,Pre-made Salads,Hard,No
PID102944,Walk Community,Eggs,Grade,2024-05-30,23,3.6887341357085237,2023-05-25,7.97,371,0.84,Large,AA,No
PID102945,Design Away,Fresh Produce,Fruits,2024-06-07,99,3.074809511884889,2023-03-19,40.62,446,8.56,Overripe,5.374553051391228,No
PID102946,Seem Sound,Meat and Seafood,Shellfish,2024-02-25,54,3.595964818416031,2023-10-04,11.61,144,9.85,Fillet,N/A,No
PID102947,Early Many,Bakery Items,Cakes,2024-08-26,25,7.0177375757386775,2023-06-09,2.9,444,7.23,Cakes,Custard,No
PID102948,Firm Head,Meat and Seafood,Chicken,2024-03-02,73,1.978291657139327,2023-10-13,34.19,141,3.54,Fillet,Shellfish,No
PID102949,Thing Set,Deli,Pre-made Salads,2024-04-17,43,6.977769501898079,2023-04-26,19.45,357,4.03,Pre-made Salads,Soft,No
PID102950,School Up,Eggs,Grade,2024-06-03,65,5.742641715353962,2023-05-26,10.59,374,3.45,Medium,A,No
PID102951,Edge Worry,Fresh Juices,Smoothies,2024-12-01,77,9.978139744308866,2023-04-05,29.71,606,6.15,Smoothies,None,No
PID102952,Score Decide,Deli,Cheese,2024-06-09,58,6.49706311519656,2023-09-13,4.42,270,3.01,Sausages,Hard,No
PID102953,Product Whom,Fresh Juices,Smoothies,2024-02-23,97,8.76861793191217,2023-06-07,46.15,261,8.68,Smoothies,Preservatives,No
PID102954,Father Society,Eggs,Grade,2024-12-20,79,1.5976677020539078,2023-11-16,2.42,400,3.48,Small,AA,No
PID102955,Way Design,Bakery Items,Pastries,2024-03-06,29,9.317630546511845,2023-11-23,20.12,104,5.45,Pastries,Custard,No
PID102956,Analysis Friend,Eggs,Grade,2024-09-15,28,9.247370937325977,2023-05-13,27.72,491,1.17,Large,AA,No
PID102957,Water Region,Fresh Produce,Vegetables,2024-08-22,52,9.074864572928982,2023-12-06,17.26,260,5.32,Overripe,3.208671102558278,No
PID102958,Worker Rest,Fresh Juices,Smoothies,2024-01-14,87,3.711718379826589,2023-04-23,10.59,266,7.56,Smoothies,None,No
PID102959,Cup Thank,Eggs,Grade,2024-07-08,36,3.349891894612729,2023-02-22,5.88,502,9.83,Medium,AA,No
PID102960,Race Yes,Fresh Juices,Freshly Squeezed Juices,2024-01-18,95,9.77238059751557,2023-10-02,15.88,108,0.29,Freshly Squeezed Juices,None,No
PID102961,Company Or,Fresh Juices,Smoothies,2024-11-22,25,5.073100322796789,2023-03-23,8.88,610,6.67,Smoothies,None,No
PID102962,Hope Magazine,Deli,Prepared Meats,2024-12-28,21,7.986987939223841,2023-06-14,2.2,563,9.3,Sausages,Semi-Soft,No
PID102963,Drive Newspaper,Fresh Produce,Vegetables,2024-02-19,15,7.9291032746334436,2023-10-25,10.9,117,9.63,Ripe,4.4979448203888195,Yes
PID102964,Course Than,Fresh Produce,Vegetables,2024-09-19,2,3.2078994941047716,2023-07-07,7.95,440,4.72,Overripe,2.19388300989439,No
PID102965,Network Power,Meat and Seafood,Beef,2024-11-11,4,4.4608456933641785,2023-02-25,43.49,625,6.68,Ground,Fish,No
PID102966,Send Against,Eggs,Size,2024-08-20,42,6.480425909932436,2023-01-16,31.65,582,5.53,Large,AA,No
PID102967,Interesting Cause,Deli,Pre-made Salads,2024-01-25,12,9.445735111907513,2023-11-20,39.83,66,5.19,Deli Meats,Hard,Yes
PID102968,Theory Training,Bakery Items,Cakes,2024-03-19,100,0.5762116450863228,2023-09-20,16.68,181,2.89,Cakes,Custard,No
PID102969,Outside Idea,Fresh Juices,Freshly Squeezed Juices,2024-03-22,78,0.8733845322752789,2023-07-05,42.33,261,8.43,Freshly Squeezed Juices,Sugar,No
PID102970,About Start,Eggs,Size,2024-06-05,18,5.0965814579480355,2023-07-24,47.8,317,3.01,Small,A,Yes
PID102971,Now Capital,Ready-to-Eat Meals,Fresh Pasta,2024-04-11,69,7.401480069623438,2023-06-29,28.99,287,9.98,Fresh Pasta,Vegan,No
PID102972,Apply Their,Dairy Products,Cream,2024-10-26,50,5.5031815225213485,2023-05-03,26.69,542,1.09,8.365313283539969,Skim,No
PID102973,Member Too,Meat and Seafood,Pork,2024-01-22,81,9.70184976467857,2023-07-08,13.42,198,3.08,Ground,N/A,No
PID102974,Certain Two,Eggs,Grade,2024-09-29,77,9.231706665900457,2023-02-22,28.72,585,4.57,Small,A,No
PID102975,Room Writer,Meat and Seafood,Pork,2024-08-27,39,4.628553475430848,2023-05-17,13.59,468,1.64,Whole,N/A,No
PID102976,Loss Generation,Fresh Produce,Vegetables,2024-09-12,77,8.764296408941727,2023-01-24,7.55,597,0.79,Ripe,7.674322874040042,No
PID102977,Because Decade,Dairy Products,Soft Cheeses,2024-08-16,73,4.3479345642457385,2023-09-17,9.69,334,2.12,14.33554210716216,Whole,No
PID102978,Sing Significant,Eggs,Grade,2024-12-14,84,9.178778536624684,2023-01-01,12.66,713,1.07,Small,A,No
PID102979,Beautiful Yes,Fresh Produce,Fruits,2024-06-09,29,7.673435466745817,2023-10-28,32.24,225,9.39,Unripe,6.40387608382036,No
PID102980,Expert Despite,Bakery Items,Pastries,2024-02-14,3,3.2166060282694198,2023-05-12,21.98,278,1.58,Pastries,Fruit,No
PID102981,Easy Good,Meat and Seafood,Shellfish,2024-11-06,95,9.07866033961467,2023-07-05,10.22,490,7.13,Ground,Fish,No
PID102982,One Including,Meat and Seafood,Chicken,2024-07-31,52,5.516488877747336,2023-03-16,37.14,503,7.68,Ground,Fish,No
PID102983,During Include,Ready-to-Eat Meals,Fresh Pasta,2024-11-16,28,2.3264205086918706,2023-01-28,34.66,658,2.26,Fresh Pasta,None,No
PID102984,Memory Memory,Ready-to-Eat Meals,Pre-packaged Meals,2024-11-20,72,4.828521537142632,2023-01-07,16.87,683,0.58,Pre-packaged Meals,Vegan,No
PID102985,Left Debate,Deli,Pre-made Salads,2024-01-01,71,7.825141301261915,2023-03-18,7.04,289,5.0,Sausages,Soft,No
PID102986,Dream For,Fresh Produce,Fruits,2024-08-24,28,8.816525629572737,2023-07-20,11.23,401,8.96,Ripe,3.263245322233538,No
PID102987,Compare Benefit,Bakery Items,Bread,2024-07-07,91,7.047215212140983,2023-10-21,24.43,260,5.85,Bread,None,No
PID102988,Piece Increase,Deli,Pre-made Salads,2024-05-31,25,7.288237427190775,2023-03-09,17.88,449,9.56,Sausages,Semi-Soft,No
PID102989,Air Win,Deli,Prepared Meats,2024-01-25,98,3.9349717244014872,2023-01-31,6.02,359,9.42,Sausages,Semi-Soft,No
PID102990,Table Bit,Dairy Products,Yogurt,2024-07-11,85,8.176269283154287,2023-08-20,49.16,326,9.45,14.004420082415896,Skim,No
PID102991,Beyond Away,Fresh Juices,Freshly Squeezed Juices,2024-03-20,41,4.0706804669808285,2023-06-02,7.05,292,2.34,Freshly Squeezed Juices,Sugar,No
PID102992,Full Eye,Meat and Seafood,Chicken,2024-01-22,55,0.9301531168753431,2023-10-19,25.43,95,8.22,Fillet,N/A,No
PID102993,Policy Property,Dairy Products,Milk,2024-07-13,23,4.658947927265538,2023-08-16,27.29,332,6.4,10.313779075773903,Whole,No
PID102994,Star Respond,Bakery Items,Cakes,2024-07-04,25,9.420023790268532,2023-07-22,49.5,348,2.24,Cakes,Custard,No
PID102995,Off Situation,Deli,Cheese,2024-11-08,48,7.305002529297752,2023-11-17,31.59,357,0.6,Sausages,Soft,No
PID102996,The Research,Fresh Produce,Fruits,2024-05-06,29,9.564866370041386,2023-09-08,12.32,241,5.91,Unripe,4.6290433112912055,No
PID102997,Billion Receive,Fresh Produce,Fruits,2024-12-14,63,7.0517921176184615,2023-05-13,37.02,581,4.93,Unripe,6.346557098093859,No
PID102998,Spend Event,Meat and Seafood,Beef,2024-01-08,80,5.718117661459329,2023-04-15,42.02,268,9.21,Ground,Shellfish,No
PID102999,As Receive,Eggs,Size,2024-12-01,79,8.807287117639847,2023-01-14,30.73,687,0.93,Large,AA,No
PID103000,Interesting Happy,Deli,Pre-made Salads,2024-01-03,79,3.7980824409620815,2023-07-03,43.66,184,7.12,Deli Meats,Soft,No
PID103001,Others Have,Bakery Items,Cakes,2024-12-18,31,3.1528824661440007,2023-03-14,20.54,645,0.24,Cakes,Cream,No
PID103002,Election Special,Dairy Products,Cream,2024-10-13,47,1.348549444374754,2023-12-25,34.54,293,6.33,15.997762237037316,2%,No
PID103003,Crime Movie,Eggs,Grade,2024-11-14,57,2.998430107714505,2023-08-20,46.46,452,2.22,Medium,AA,No
PID103004,Possible Community,Deli,Pre-made Salads,2024-11-13,98,0.6879981674213231,2023-04-17,41.92,576,8.62,Deli Meats,Soft,No
PID103005,Right Leg,Fresh Produce,Fruits,2024-11-18,27,9.045221132809559,2023-06-28,9.58,509,6.53,Overripe,3.937640054907895,No
PID103006,Certain Direction,Meat and Seafood,Fish,2024-04-14,73,5.271168132132801,2023-11-14,31.57,152,6.67,Fillet,N/A,No
PID103007,Culture School,Fresh Produce,Vegetables,2024-02-18,40,3.9761177521407256,2023-09-14,12.93,157,6.79,Overripe,7.159431581679547,No
PID103008,Doctor Chair,Ready-to-Eat Meals,Fresh Pasta,2024-02-02,60,1.205915098380117,2023-04-15,3.69,293,4.47,Fresh Pasta,Vegan,No
PID103009,Listen Many,Ready-to-Eat Meals,Pre-packaged Meals,2024-05-14,92,2.2705078456148375,2023-09-10,35.86,247,9.49,Pre-packaged Meals,Gluten-Free,No
PID103010,Act Charge,Ready-to-Eat Meals,Fresh Pasta,2024-03-16,79,8.652855675147505,2023-05-17,5.66,304,1.46,Fresh Pasta,Gluten-Free,No
PID103011,Scientist Employee,Fresh Produce,Fruits,2024-01-17,41,5.313224802225888,2023-12-22,46.28,26,7.82,Ripe,2.226323513414478,No
PID103012,After Even,Meat and Seafood,Shellfish,2024-11-28,19,9.588427094603082,2023-03-14,2.71,625,2.77,Fillet,Fish,Yes
PID103013,Whole Paper,Meat and Seafood,Fish,2024-01-15,97,4.9540192796781595,2023-06-20,44.18,209,1.73,Ground,Shellfish,No
PID103014,Ever Her,Meat and Seafood,Beef,2024-12-11,96,9.77050537853152,2023-08-14,5.11,485,2.62,Fillet,Fish,No
PID103015,Born Product,Ready-to-Eat Meals,Pre-made Salads,2024-09-10,94,4.591968640899024,2023-05-26,25.05,473,9.33,Pre-made Salads,Gluten-Free,No
PID103016,Expect Future,Fresh Juices,Freshly Squeezed Juices,2024-06-04,44,7.3298463732575385,2023-05-13,40.53,388,3.24,Freshly Squeezed Juices,Preservatives,No
PID103017,However He,Meat and Seafood,Pork,2024-11-21,45,4.038319996683617,2023-05-04,32.15,567,3.01,Fillet,Fish,No
PID103018,Data Never,Dairy Products,Cream,2024-12-19,48,1.2957288361675898,2023-04-29,21.56,600,8.69,24.779070610436918,Skim,No
PID103019,Recently Score,Bakery Items,Cakes,2024-07-08,88,2.174203721666079,2023-11-26,44.6,225,6.92,Cakes,None,No
PID103020,Serve Try,Eggs,Grade,2024-03-17,16,3.3483462337254566,2023-01-19,31.02,423,6.71,Medium,A,No
PID103021,Another Family,Fresh Juices,Smoothies,2024-12-02,53,2.873269743191101,2023-12-10,32.55,358,8.36,Smoothies,Sugar,No
PID103022,Heavy Tv,Eggs,Size,2024-03-01,68,9.368987219230076,2023-08-31,14.62,183,2.74,Large,A,No
PID103023,Skin Pass,Fresh Juices,Smoothies,2024-07-03,46,4.709127145247132,2023-12-09,14.97,207,6.46,Smoothies,Sugar,No
PID103024,Fly Which,Fresh Produce,Vegetables,2024-05-28,96,6.266168681482631,2023-04-06,40.58,418,0.38,Overripe,0.3730891452842511,No
PID103025,Through Yeah,Fresh Produce,Vegetables,2024-12-18,79,2.335967730984298,2023-01-10,7.29,708,6.89,Overripe,2.7625895791945787,No
PID103026,Stock Citizen,Fresh Juices,Smoothies,2024-12-22,84,5.000557393948331,2023-10-26,12.37,423,6.31,Smoothies,None,No
PID103027,Oil Explain,Fresh Juices,Freshly Squeezed Juices,2024-03-08,2,5.961061461633296,2023-12-22,27.59,77,2.4,Freshly Squeezed Juices,Sugar,Yes
PID103028,Thus Into,Meat and Seafood,Fish,2024-12-09,91,1.1930083423787927,2023-04-29,1.09,590,4.41,Fillet,Fish,No
PID103029,Position Reflect,Bakery Items,Pastries,2024-04-12,82,8.585697817207416,2023-01-08,47.61,460,8.94,Pastries,Custard,No
PID103030,She With,Meat and Seafood,Beef,2024-05-14,13,4.4793702943702565,2023-02-12,49.5,457,7.59,Steak,Shellfish,No
PID103031,Organization Hit,Meat and Seafood,Beef,2024-09-22,93,3.6599564500889334,2023-05-14,45.89,497,2.73,Fillet,Fish,No
PID103032,Than Natural,Fresh Juices,Smoothies,2024-10-01,16,2.2965182606878245,2023-11-24,22.29,312,6.26,Smoothies,Sugar,No
PID103033,General Score,Ready-to-Eat Meals,Pre-made Salads,2024-12-27,45,0.8162914468453486,2023-08-22,45.47,493,8.21,Pre-made Salads,Vegan,No
PID103034,Dog Set,Fresh Produce,Vegetables,2024-10-17,75,9.570323600448663,2023-12-05,8.84,317,2.35,Unripe,1.2763045586857003,No
PID103035,Movement Economy,Ready-to-Eat Meals,Pre-made Salads,2024-04-08,80,1.7242982005144543,2023-01-08,10.74,456,1.54,Pre-made Salads,Vegan,No
PID103036,Must Compare,Fresh Produce,Vegetables,2024-05-02,38,1.4654468331710127,2023-10-04,16.4,211,9.38,Ripe,3.981443023741825,No
PID103037,Near Skin,Fresh Juices,Freshly Squeezed Juices,2024-03-21,21,2.827128571942667,2023-08-30,38.48,204,8.61,Freshly Squeezed Juices,None,No
PID103038,Everything Guy,Deli,Cheese,2024-04-04,11,9.462094455391666,2023-12-01,32.55,125,3.2,Pre-made Salads,Semi-Soft,Yes
PID103039,Talk Include,Fresh Produce,Fruits,2024-05-13,58,7.08784224999121,2023-11-29,13.03,166,3.18,Unripe,3.786841806426946,No
PID103040,Number Human,Eggs,Size,2024-12-05,99,9.480100141717093,2023-05-05,42.25,580,2.67,Medium,A,No
PID103041,Give Red,Meat and Seafood,Beef,2024-06-18,69,0.5454181407529188,2023-06-07,13.02,377,2.89,Steak,Shellfish,No
PID103042,Final Tell,Fresh Juices,Smoothies,2024-03-31,68,4.49404219417481,2023-09-09,23.56,204,6.03,Smoothies,None,No
PID103043,North Scene,Dairy Products,Soft Cheeses,2024-02-11,87,8.024084372245525,2023-04-19,3.91,298,4.42,29.09023160536197,Skim,No
PID103044,Through Bed,Deli,Cheese,2024-05-12,72,3.2171252963454005,2023-11-21,28.96,173,6.51,Sausages,Soft,No
PID103045,Machine Which,Fresh Produce,Fruits,2024-12-02,99,4.867274134446386,2023-02-27,29.12,644,8.44,Ripe,7.404110358180107,No
PID103046,Walk Yard,Deli,Cheese,2024-07-28,53,6.579570739064372,2023-07-09,45.74,385,7.58,Deli Meats,Soft,No
PID103047,Offer Through,Meat and Seafood,Beef,2024-02-02,69,4.681824864330579,2023-04-10,29.68,298,8.67,Ground,Shellfish,No
PID103048,Difference Common,Fresh Produce,Vegetables,2024-02-15,40,3.5578738908480685,2023-04-15,23.79,306,2.91,Unripe,9.606328967037918,No
PID103049,Gas Often,Deli,Cheese,2024-01-07,64,0.5552382325744079,2023-05-13,45.09,239,0.85,Pre-made Salads,Soft,No
PID103050,Movement Year,Ready-to-Eat Meals,Pre-made Salads,2024-01-01,33,2.1993807321258805,2023-03-01,28.87,306,1.11,Pre-made Salads,None,No
PID103051,Here Medical,Meat and Seafood,Shellfish,2024-02-09,90,4.608802144886578,2023-08-21,30.47,172,1.59,Whole,N/A,No
PID103052,Either Impact,Dairy Products,Yogurt,2024-09-14,80,0.7867198845674972,2023-03-31,32.61,533,2.04,22.39432645352064,Skim,No
PID103053,Everything Approach,Meat and Seafood,Fish,2024-01-03,72,3.220924078780198,2023-08-22,14.76,134,2.78,Steak,Fish,No
PID103054,That Hair,Dairy Products,Milk,2024-07-28,18,4.070463411550893,2023-08-09,45.04,354,5.54,11.878609618557492,2%,No
PID103055,Us Response,Meat and Seafood,Fish,2024-04-14,34,2.5179196979494476,2023-12-03,42.0,133,6.24,Ground,Shellfish,No
PID103056,Front Wide,Dairy Products,Yogurt,2024-01-12,65,6.280515232466893,2023-07-17,22.63,179,0.96,6.938707284403916,Whole,No
PID103057,Spend Want,Deli,Cheese,2024-08-24,99,5.635478617683181,2023-01-01,29.86,601,1.59,Pre-made Salads,Semi-Soft,No
PID103058,Participant Important,Deli,Pre-made Salads,2024-04-03,46,1.1693562610382624,2023-06-28,8.61,280,7.1,Pre-made Salads,Soft,No
PID103059,Right Religious,Eggs,Grade,2024-12-25,36,4.151014024420551,2023-11-19,27.44,402,7.05,Small,AA,No
PID103060,Member Film,Ready-to-Eat Meals,Pre-packaged Meals,2024-12-06,71,6.303957456836679,2023-02-19,45.97,656,0.88,Pre-packaged Meals,None,No
PID103061,Image Agreement,Bakery Items,Cakes,2024-03-25,76,8.872038163014857,2023-03-30,46.59,361,5.29,Cakes,None,No
PID103062,Knowledge Song,Meat and Seafood,Pork,2024-09-12,94,0.9680792107692422,2023-01-26,11.04,595,2.85,Steak,Shellfish,No
PID103063,Suffer Better,Fresh Produce,Fruits,2024-09-19,57,3.20515787074217,2023-05-01,28.94,507,8.75,Unripe,0.2647963935990949,No
PID103064,Away Green,Fresh Juices,Freshly Squeezed Juices,2024-11-04,50,9.789246055465453,2023-10-01,9.42,400,5.56,Freshly Squeezed Juices,Sugar,No
PID103065,Cause Laugh,Deli,Prepared Meats,2024-02-14,48,7.534463817965954,2023-02-13,8.24,366,4.69,Sausages,Soft,No
PID103066,Difference Blue,Ready-to-Eat Meals,Pre-made Salads,2024-03-08,35,4.565155949540973,2023-11-01,13.22,128,4.83,Pre-made Salads,None,No
PID103067,Data You,Ready-to-Eat Meals,Pre-packaged Meals,2024-03-18,13,3.715585710620272,2023-07-27,4.15,235,0.22,Pre-packaged Meals,None,No
PID103068,Home Trade,Bakery Items,Pastries,2024-01-31,67,4.067536923667214,2023-07-24,22.76,191,5.82,Pastries,Custard,No
PID103069,Enjoy Really,Eggs,Grade,2024-12-30,51,8.286874625440106,2023-10-31,3.84,426,8.81,Medium,A,No
PID103070,White Republican,Deli,Pre-made Salads,2024-04-16,84,2.4346123481943867,2023-10-29,28.76,170,9.82,Sausages,Soft,No
PID103071,Year Send,Meat and Seafood,Beef,2024-03-16,62,6.448391581842468,2023-07-14,43.18,246,7.18,Fillet,Fish,No
PID103072,Data Face,Eggs,Size,2024-11-05,78,7.670837881092402,2023-11-18,6.19,353,1.33,Medium,A,No
PID103073,Bar Development,Fresh Produce,Fruits,2024-12-16,22,2.4741038878979165,2023-11-13,7.45,399,0.43,Unripe,5.634176486271203,No
PID103074,Weight Practice,Dairy Products,Cream,2024-09-29,83,8.812076040405529,2023-11-05,9.47,329,1.65,25.011254336349456,Whole,No
PID103075,Same Throw,Deli,Cheese,2024-07-05,56,4.393878176663995,2023-04-03,43.9,459,5.29,Pre-made Salads,Soft,No
PID103076,Avoid Performance,Fresh Produce,Vegetables,2024-05-14,34,1.6047995498854695,2023-11-17,6.29,179,1.01,Unripe,1.6053735035834416,No
PID103077,Soon Ability,Dairy Products,Cream,2024-08-16,66,7.085409262561206,2023-11-25,30.28,265,1.73,13.976844502055366,Whole,No
PID103078,Follow Record,Meat and Seafood,Pork,2024-03-07,15,6.120549576243842,2023-12-17,36.0,81,6.67,Ground,N/A,Yes
PID103079,Develop Affect,Bakery Items,Pastries,2024-07-26,6,8.105893948374057,2023-09-09,13.85,321,1.83,Pastries,Custard,Yes
PID103080,Scene Step,Eggs,Size,2024-06-30,29,7.659254030945027,2023-10-31,4.72,243,6.89,Small,AA,No
PID103081,So Seat,Fresh Juices,Freshly Squeezed Juices,2024-08-27,30,6.2297183172356325,2023-09-03,13.56,359,8.7,Freshly Squeezed Juices,None,No
PID103082,New Hair,Fresh Produce,Vegetables,2024-08-24,67,3.7330417430260145,2023-11-15,40.31,283,6.24,Overripe,6.628454792837777,No
PID103083,Station Draw,Deli,Cheese,2024-06-05,79,1.9733192385176666,2023-10-16,42.17,233,7.34,Deli Meats,Soft,No
PID103084,Chair Physical,Fresh Produce,Vegetables,2024-05-22,30,3.432943984949145,2023-10-23,5.9,212,7.82,Overripe,8.337860399529687,No
PID103085,Structure Movie,Fresh Produce,Vegetables,2024-07-16,43,6.718459080892476,2023-03-04,16.56,500,8.63,Unripe,0.674481357986445,No
PID103086,Mission Bad,Eggs,Size,2024-03-21,16,7.614588279725416,2023-07-13,14.06,252,2.1,Small,AA,Yes
PID103087,Him Marriage,Fresh Produce,Vegetables,2024-10-18,13,3.148632765722565,2023-08-20,10.87,425,5.2,Ripe,9.546742330709185,No
PID103088,Key Environmental,Deli,Prepared Meats,2024-03-09,14,9.363353017418738,2023-10-14,18.57,147,5.07,Deli Meats,Soft,Yes
PID103089,About Worker,Fresh Juices,Smoothies,2024-12-01,62,8.118845579161242,2023-12-01,49.57,366,2.98,Smoothies,None,No
PID103090,Range Might,Fresh Produce,Vegetables,2024-04-12,37,1.8758055919203185,2023-01-16,33.66,452,7.62,Overripe,6.492330827766782,No
PID103091,Away Plant,Fresh Produce,Fruits,2024-09-11,90,9.775565259634446,2023-10-10,26.9,337,8.22,Unripe,7.927017750145636,No
PID103092,Almost Study,Ready-to-Eat Meals,Fresh Pasta,2024-05-13,43,0.9875244008995867,2023-11-17,41.93,178,5.88,Fresh Pasta,None,No
PID103093,Opportunity Will,Fresh Juices,Freshly Squeezed Juices,2024-07-06,40,4.29673167296449,2023-11-27,39.37,222,7.79,Freshly Squeezed Juices,Preservatives,No
PID103094,Least Than,Bakery Items,Pastries,2024-12-30,24,4.438656586860596,2023-08-10,7.39,508,9.81,Pastries,Fruit,No
PID103095,Use Provide,Fresh Produce,Fruits,2024-12-11,22,1.3711194304720273,2023-07-08,27.96,522,3.1,Unripe,1.931568839354899,No
PID103096,State Candidate,Eggs,Size,2024-03-19,97,7.1036451535845195,2023-12-03,25.96,107,6.94,Small,A,No
PID103097,Recently Appear,Eggs,Grade,2024-05-23,53,0.6154566115225616,2023-06-01,30.16,357,7.93,Small,A,No
PID103098,Visit Ever,Bakery Items,Bread,2024-05-13,42,7.108816868408201,2023-07-24,26.74,294,9.8,Bread,Fruit,No
PID103099,Picture Group,Bakery Items,Pastries,2024-11-17,73,8.541976282761574,2023-02-24,36.31,632,8.45,Pastries,Cream,No
PID103100,Get Citizen,Dairy Products,Yogurt,2024-02-17,76,6.221761861139302,2023-10-11,1.8,129,6.33,27.388548561747694,2%,No
PID103101,Heavy Benefit,Bakery Items,Bread,2024-04-15,65,6.697562406400559,2023-12-19,24.73,118,4.61,Bread,Cream,No
PID103102,Have Inside,Dairy Products,Soft Cheeses,2024-02-10,71,2.690321731109403,2023-11-30,12.17,72,4.03,24.166379785027672,2%,No
PID103103,Former Pattern,Meat and Seafood,Chicken,2024-02-24,11,4.531896730987385,2023-11-23,18.21,93,6.42,Steak,Fish,No
PID103104,In Mouth,Bakery Items,Pastries,2024-04-19,20,5.485867773341006,2023-12-28,10.5,113,0.99,Pastries,None,No
PID103105,Environment Help,Fresh Produce,Fruits,2024-12-15,84,2.4977907968718513,2023-03-05,7.07,651,1.99,Unripe,6.4611075649729575,No
PID103106,Organization Arrive,Fresh Produce,Vegetables,2024-02-13,84,1.3477715408088404,2023-03-17,38.24,333,1.99,Ripe,4.090241653290864,No
PID103107,Material Best,Deli,Prepared Meats,2024-05-02,10,5.798431601205945,2023-12-02,12.68,152,0.31,Sausages,Soft,Yes
PID103108,Do Environmental,Meat and Seafood,Shellfish,2024-11-01,62,8.036675908216242,2023-06-22,35.61,498,5.07,Steak,N/A,No
PID103109,Concern Later,Fresh Juices,Smoothies,2024-08-30,79,3.3369254580177956,2023-03-21,5.75,528,7.07,Smoothies,Preservatives,No
PID103110,On Nearly,Fresh Juices,Smoothies,2024-07-31,62,6.586944859480184,2023-06-26,22.76,401,6.31,Smoothies,Preservatives,No
PID103111,Culture Memory,Bakery Items,Pastries,2024-09-29,23,2.655049237099002,2023-02-20,10.24,587,9.23,Pastries,Custard,No
PID103112,Material Medical,Bakery Items,Cakes,2024-08-04,66,8.45020632112885,2023-10-13,36.05,296,3.85,Cakes,Custard,No
PID103113,Without Here,Ready-to-Eat Meals,Pre-made Salads,2024-09-22,28,8.133825493647878,2023-08-25,29.91,394,6.6,Pre-made Salads,Vegan,No
PID103114,Research Morning,Bakery Items,Cakes,2024-10-23,11,9.873461231188998,2023-09-29,3.66,390,4.17,Cakes,Fruit,Yes
PID103115,Alone Develop,Dairy Products,Cream,2024-03-04,56,2.0413335209468118,2023-01-26,18.64,403,9.58,19.057735722513783,2%,No
PID103116,Sea Threat,Ready-to-Eat Meals,Pre-made Salads,2024-05-02,59,3.0965054156658307,2023-05-28,29.53,340,0.97,Pre-made Salads,None,No
PID103117,Modern Industry,Meat and Seafood,Shellfish,2024-08-29,96,6.099868709568269,2023-07-23,13.34,403,1.67,Whole,Fish,No
PID103118,Interesting Also,Deli,Pre-made Salads,2024-08-17,65,5.146463664217597,2023-12-30,16.04,231,4.05,Pre-made Salads,Semi-Soft,No
PID103119,Friend Charge,Fresh Juices,Smoothies,2024-03-03,39,8.74854416527838,2023-04-12,27.44,326,0.52,Smoothies,None,No
PID103120,Pull Science,Eggs,Grade,2024-03-04,87,0.9362909346165127,2023-08-15,11.37,202,6.56,Medium,AA,No
PID103121,Concern To,Eggs,Grade,2024-06-28,8,8.04867300896509,2023-10-29,9.6,243,5.76,Small,A,Yes
PID103122,Teacher Black,Dairy Products,Yogurt,2024-08-18,96,9.820614427807305,2023-10-13,22.73,310,9.61,5.870040405714057,2%,No
PID103123,Have Test,Bakery Items,Bread,2024-08-26,25,6.459559767762499,2023-11-17,2.79,283,5.56,Bread,Custard,No
PID103124,Voice Price,Deli,Prepared Meats,2024-03-28,21,6.609107222396604,2023-07-28,9.09,244,2.84,Sausages,Hard,No
PID103125,Purpose Poor,Eggs,Grade,2024-06-06,44,3.7113099427853053,2023-05-05,14.7,398,8.15,Large,AA,No
PID103126,Certain Partner,Dairy Products,Cream,2024-07-21,22,9.677829724437027,2023-11-03,19.26,261,7.94,21.124312082431057,Whole,No
PID103127,Policy Light,Fresh Produce,Vegetables,2024-07-23,97,6.02023662319111,2023-02-12,43.65,527,6.51,Ripe,6.237383325809339,No
PID103128,Information Those,Dairy Products,Soft Cheeses,2024-05-25,82,3.5938104737866805,2023-04-24,37.0,397,6.21,19.226949827367203,2%,No
PID103129,Go Letter,Dairy Products,Cream,2024-08-06,23,1.8356135982506399,2023-09-13,27.5,328,0.98,10.994207452797651,Whole,No
PID103130,To Suggest,Dairy Products,Yogurt,2024-09-05,53,4.607100173048445,2023-05-04,34.0,490,8.37,28.051366678602758,Skim,No
PID103131,Imagine Lose,Fresh Juices,Freshly Squeezed Juices,2024-02-11,24,3.454979931278825,2023-11-28,40.45,75,6.62,Freshly Squeezed Juices,Sugar,No
PID103132,Car Modern,Fresh Produce,Vegetables,2024-07-07,49,6.043150945956745,2023-06-21,37.66,382,9.38,Overripe,9.030786962199546,No
PID103133,Control Sound,Bakery Items,Cakes,2024-03-24,43,3.976733063365021,2023-10-15,42.12,161,5.8,Cakes,Custard,No
PID103134,Consider Sea,Bakery Items,Cakes,2024-02-13,87,5.478695291063682,2023-09-02,30.94,164,2.92,Cakes,Fruit,No
