Product ID,Product Name,Category,Sub-Category,Expiration Date,Stock Level,Sales Velocity,Purchase Date,Price,Shelf Life,Product Weight/Volume,Additional Feature 1,Additional Feature 2,Likely to be Sold,Price_per_Weight,Days_to_Expiration
PID102002,Meeting Why,5,9,2024-08-22,0.6969696969696971,0.834989381888339,2023-12-21,0.2387175821931795,245,8.2,Unripe,8.43355138563045,0,0.029111900267460918,245
PID102003,Ever Instead,4,19,2024-03-20,0.38383838383838387,0.521919120684386,2023-01-20,0.584643659383296,425,3.37,Smoothies,Sugar,0,0.1734847653956368,425
PID102004,Nearly Next,6,0,2024-07-08,0.6969696969696971,0.04166146727427929,2023-11-27,0.7535225648356138,224,7.19,Ground,Shellfish,0,0.10480146937908397,224
PID102005,Bad Try,3,18,2024-03-29,0.030303030303030304,0.5282856630506262,2023-02-20,0.8617520931182358,403,9.14,Large,A,1,0.09428359880943497,403
PID102006,Indeed Rock,7,7,2024-12-28,0.5555555555555557,0.06988637485637975,2023-09-14,0.12354502756789873,471,1.45,Fresh Pasta,Gluten-Free,0,0.08520346728820602,471
PID102007,Low Attorney,0,2,2024-04-05,0.37373737373737376,0.921604506243699,2023-03-30,0.04390443128445988,372,7.21,Cakes,Cream,0,0.0060893802058890265,372
PID102008,Tv Southern,3,18,2024-02-15,0.9191919191919193,0.2454256525626528,2023-03-02,0.7569940780069432,350,6.12,Medium,A,0,0.12369184281159203,350
PID102009,Leader Turn,4,8,2024-09-18,0.686868686868687,0.27047699060939573,2023-07-10,0.9759036144578315,436,7.03,Freshly Squeezed Juices,Sugar,0,0.13881985980907988,436
PID102010,Kitchen Establish,2,14,2024-08-24,0.5151515151515152,0.3780962760591398,2023-11-12,0.44884623238717586,286,6.89,Pre-made Salads,Hard,0,0.06514459105764527,286
PID102011,Dark Often,2,14,2024-01-15,0.9393939393939396,0.9614547230030639,2023-08-03,0.5828057994690627,165,4.55,Pre-made Salads,Hard,0,0.1280891866964973,165
PID102012,Save Red,3,18,2024-05-31,0.8585858585858587,0.36825314885136035,2023-03-02,0.9697774147437207,456,9.07,Large,A,0,0.10692143492213017,456
PID102013,School Minute,5,9,2024-10-15,0.43434343434343436,0.21078175619462997,2023-08-11,0.19644680416581584,431,4.26,Unripe,0.8047562607252745,0,0.046114273278360526,431
PID102014,Table Chair,5,21,2024-01-19,0.18181818181818182,0.13140225193476268,2023-12-07,0.7016540739228101,43,7.95,Overripe,7.907534088593785,0,0.08825837407834089,43
PID102015,Food Imagine,1,11,2024-08-14,0.42424242424242425,0.6501526399116135,2023-07-06,0.5779048396977743,405,6.76,21.849379258455137,Whole,0,0.08548888161209679,405
PID102016,Reflect Loss,0,2,2024-08-19,0.31313131313131315,0.7858759120214922,2023-10-16,0.14294465999591588,308,2.9,Cakes,Fruit,0,0.0492912620675572,308
PID102017,Suggest Kitchen,1,5,2024-05-08,0.9090909090909092,0.5830170384683425,2023-10-28,0.017153359199509912,193,9.78,27.882737036433078,2%,0,0.001753922208538846,193
PID102018,Push True,6,13,2024-07-25,0.41414141414141414,0.04178526451469031,2023-03-31,0.1027159485399224,482,1.11,Fillet,Shellfish,0,0.09253689057650666,482
PID102019,Thousand Attack,4,8,2024-04-26,0.18181818181818182,0.21178771026362592,2023-12-01,0.5415560547273842,147,3.7,Freshly Squeezed Juices,Preservatives,0,0.1463665012776714,147
PID102020,Nor More,2,16,2024-04-02,0.47474747474747475,0.011107067050286468,2023-05-13,0.4543598121298755,325,7.68,Sausages,Hard,0,0.059161433871077536,325
PID102021,Window That,1,20,2024-10-07,0.9090909090909092,0.1245401175939241,2023-04-28,0.9115785174596692,528,0.22,2.320793962385964,2%,0,4.143538715725769,528
PID102022,Education Travel,6,0,2024-07-17,0.8888888888888891,0.6733541325863533,2023-06-18,0.4578313253012049,395,5.52,Fillet,Fish,0,0.08294045748210234,395
PID102023,Expert Final,5,9,2024-11-02,0.47474747474747475,0.9641112292356231,2023-05-28,0.35082703696140494,524,7.79,Ripe,1.86801185026374,0,0.0450355631529403,524
PID102024,Future Six,1,20,2024-05-04,0.20202020202020202,0.5843688947847223,2023-11-23,0.8609352664896877,163,6.0,18.816402943269605,Whole,0,0.1434892110816146,163
PID102025,Then Despite,2,3,2024-11-23,0.36363636363636365,0.8321219953609652,2023-02-07,0.4537471921584644,655,9.58,Pre-made Salads,Soft,0,0.047364007532198785,655
PID102026,Floor Firm,7,14,2024-03-16,0.9696969696969698,0.8117509971678583,2023-02-09,0.9291402899734533,401,0.99,Pre-made Salads,,0,0.9385255454277306,401
PID102027,Eight Issue,6,0,2024-07-26,0.494949494949495,0.8201897501111557,2023-03-05,0.9454768225444151,509,2.43,Fillet,Shellfish,0,0.3890851121581955,509
PID102028,Four Difference,6,0,2024-06-11,0.41414141414141414,0.335811805475549,2023-11-05,0.01776597917092097,219,5.55,Whole,,0,0.0032010773280938686,219
PID102029,Majority Trial,5,9,2024-11-25,0.7272727272727274,0.5238175662795359,2023-04-06,0.8301000612619973,599,9.01,Unripe,7.237536464767289,0,0.09213097239311846,599
PID102030,Face Necessary,7,7,2024-12-30,0.9292929292929294,0.2849826120237793,2023-05-22,0.05084745762711865,588,9.37,Fresh Pasta,Gluten-Free,0,0.005426623012499322,588
PID102031,Including Travel,3,18,2024-01-26,0.21212121212121213,0.12322544667404765,2023-08-16,0.5266489687563816,163,9.69,Medium,AA,0,0.05434973877774836,163
PID102032,Maybe Less,5,21,2024-09-20,0.9292929292929294,0.3506169152833466,2023-02-07,0.38043700224627325,591,3.85,Unripe,9.021839981489418,0,0.09881480577825279,591
PID102033,Compare Purpose,0,2,2024-02-16,0.36363636363636365,0.531799738794337,2023-11-10,0.9158668572595468,98,7.07,Cakes,Fruit,0,0.1295426955105441,98
PID102034,Need Talk,6,0,2024-04-13,0.11111111111111112,0.6341124598171818,2023-04-13,0.052481110884214824,366,9.66,Ground,,1,0.005432827213686835,366
PID102035,Across In,2,16,2024-06-01,0.7575757575757577,0.8521720080250013,2023-03-19,0.6916479477230959,440,1.83,Deli Meats,Hard,0,0.377949698209342,440
PID102036,Ago Pm,2,16,2024-03-04,0.15151515151515152,0.10901519939249006,2023-11-02,0.7900755564631409,123,9.08,Pre-made Salads,Hard,0,0.08701272648272476,123
PID102037,As Just,5,9,2024-06-14,0.6161616161616162,0.2805054105408065,2023-05-10,0.3306105779048397,401,4.0,Overripe,5.908337855487482,0,0.08265264447620993,401
PID102038,Want Late,6,17,2024-11-08,0.6464646464646465,0.3431026053875818,2023-10-08,0.6985909740657545,397,7.58,Fillet,,0,0.09216239763400455,397
PID102039,Hundred Amount,3,10,2024-04-13,0.12121212121212123,0.7186772364372891,2023-12-26,0.9583418419440476,109,2.32,Small,A,1,0.4130783801482964,109
PID102040,Material Recently,5,9,2024-08-10,0.6565656565656567,0.34302172363116434,2023-08-18,0.26894016744945887,358,7.49,Ripe,6.600168016948217,0,0.03590656441247782,358
PID102041,Address Whatever,2,14,2024-02-03,0.6060606060606062,0.9337714828150527,2023-01-14,0.7343271390647336,385,3.32,Sausages,Soft,0,0.22118287321226915,385
PID102042,City Practice,0,2,2024-08-05,0.22222222222222224,0.1100994784764164,2023-04-02,0.5021441698999388,491,3.68,Cakes,Custard,0,0.13645222008150512,491
PID102043,Community We,6,4,2024-11-29,0.04040404040404041,0.3849795439168729,2023-10-09,0.1672452521952216,417,6.63,Whole,Shellfish,0,0.025225528234573392,417
PID102044,Go Large,3,18,2024-02-24,0.5555555555555557,0.1946497148083578,2023-07-16,0.9726363079436391,223,6.12,Medium,AA,0,0.15892750129798025,223
PID102045,Film World,6,4,2024-10-18,0.98989898989899,0.38172206022777505,2023-12-25,0.7996732693485809,298,3.75,Whole,Shellfish,0,0.21324620515962156,298
PID102046,Message Employee,4,19,2024-09-04,0.11111111111111112,0.08874654080670867,2023-01-30,0.6038390851541762,583,1.11,Smoothies,Preservatives,0,0.5439991758145731,583
PID102047,Exist Choice,2,3,2024-08-28,0.1717171717171717,0.39088009652809186,2023-03-17,0.18582805799469063,530,4.59,Sausages,Soft,0,0.040485415685117786,530
PID102048,Employee Center,7,14,2024-01-06,0.24242424242424243,0.5202949128522087,2023-12-14,0.5446191545844395,23,8.23,Pre-made Salads,Gluten-Free,0,0.06617486689968888,23
PID102049,Series Ahead,3,18,2024-06-20,0.8282828282828284,0.09359928789560733,2023-04-18,0.6767408617520931,429,2.0,Small,A,0,0.33837043087604657,429
PID102050,Fish Should,3,10,2024-07-23,0.060606060606060615,0.7399429359105831,2023-01-08,0.029201551970594247,562,8.4,Small,A,1,0.003476375234594553,562
PID102051,I Man,6,6,2024-11-09,0.7070707070707072,0.5303796763324313,2023-08-28,0.39575250153154995,439,0.9,Ground,Fish,0,0.43972500170172213,439
PID102052,Spend Reach,2,3,2024-03-06,0.16161616161616163,0.06348573136290453,2023-01-15,0.5905656524402697,416,9.83,Pre-made Salads,Soft,0,0.060077889363201395,416
PID102053,Computer Ready,0,12,2024-11-30,0.8282828282828284,0.243097519511549,2023-01-04,0.6804165815805597,696,8.78,Pastries,Cream,0,0.07749619380188608,696
PID102054,Nearly Instead,2,3,2024-05-17,0.33333333333333337,0.2532823167815472,2023-02-05,0.9646722483152952,467,5.94,Pre-made Salads,Semi-Soft,0,0.16240273540661535,467
PID102055,Treat Form,1,11,2024-01-11,0.7575757575757577,0.968281078451235,2023-09-21,0.9601797018582807,112,7.68,10.318370827922482,2%,0,0.12502339867946363,112
PID102056,Under Maintain,1,5,2024-10-06,0.04040404040404041,0.5993771530598204,2023-07-17,0.5429855013273434,447,3.81,27.28483576357626,2%,1,0.14251587961347595,447
PID102057,Each Event,0,12,2024-05-26,0.20202020202020202,0.4985078205288776,2023-01-23,0.01306922605676945,489,8.09,Pastries,Cream,0,0.0016154791170295982,489
PID102058,Lead Trade,0,12,2024-06-23,0.1717171717171717,0.34700725385341824,2023-07-09,0.7684296508066164,350,1.08,Pastries,,0,0.7115089359320522,350
PID102059,Company They,4,19,2024-03-24,0.37373737373737376,0.9498239615316431,2023-09-03,0.9752909944864204,203,7.79,Smoothies,Preservatives,0,0.12519781700724267,203
PID102060,Break Trade,7,7,2024-07-29,0.08080808080808081,0.9645199999109015,2023-07-20,0.11803144782519912,375,1.24,Fresh Pasta,Gluten-Free,1,0.09518665147193477,375
PID102061,Between Need,5,21,2024-03-25,0.31313131313131315,0.8711384926725696,2023-09-02,0.8803348989177049,205,9.84,Unripe,7.956626114649204,0,0.08946492875179927,205
PID102062,Speech Seem,6,0,2024-11-25,0.5555555555555557,0.4704352880087362,2023-10-13,0.387380028588932,409,7.05,Steak,,0,0.054947521785664116,409
PID102063,Thus Operation,7,7,2024-12-24,0.33333333333333337,0.054765571830847196,2023-06-05,0.6791913416377375,568,2.92,Fresh Pasta,,0,0.23259977453347178,568
PID102064,Fund Factor,4,19,2024-03-30,0.3434343434343435,0.44888397667956476,2023-10-14,0.41576475393097817,168,9.52,Smoothies,,0,0.04367276827006073,168
PID102065,Picture Artist,2,16,2024-05-03,0.6565656565656567,0.24211524866263762,2023-09-19,0.6162956912395345,227,3.82,Pre-made Salads,Semi-Soft,0,0.1613339505862656,227
PID102066,Family Watch,0,12,2024-02-03,0.33333333333333337,0.6944577440407845,2023-12-11,0.021441698999387377,54,0.81,Pastries,Custard,0,0.026471233332577008,54
PID102067,Seat Such,5,21,2024-08-21,0.48484848484848486,0.9424658085289498,2023-08-16,0.021033285685113336,371,6.97,Unripe,3.3894891049455844,0,0.0030176880466446683,371
PID102068,Thing Suffer,5,9,2024-03-13,0.5151515151515152,0.8162739137112655,2023-02-11,0.35511537676128246,396,6.31,Unripe,4.71782705117773,0,0.05627818966105903,396
PID102069,Machine Standard,4,8,2024-01-09,0.47474747474747475,0.9066627459723043,2023-07-05,0.7139064733510313,188,8.2,Freshly Squeezed Juices,,0,0.0870617650428087,188
PID102070,Health Enough,7,15,2024-06-17,0.8080808080808082,0.8728737153486724,2023-12-18,0.18521543802327958,182,8.9,Pre-packaged Meals,Gluten-Free,0,0.020810723373402198,182
PID102071,Consumer Always,3,10,2024-10-03,0.24242424242424243,0.5192673114267047,2023-07-24,0.07412701654073924,437,8.91,Medium,AA,0,0.008319530475952776,437
PID102072,Control Together,7,14,2024-03-03,0.7474747474747476,0.6704727553936978,2023-06-17,0.3277516847049214,260,4.82,Pre-made Salads,Vegan,0,0.06799827483504593,260
PID102073,So Sell,5,21,2024-12-19,1.0,0.642298910985131,2023-10-01,0.5246069021850114,445,4.45,Overripe,9.785895100511846,0,0.11788919150224975,445
PID102074,Wish Spend,6,17,2024-12-02,0.5050505050505052,0.9400906653286781,2023-10-12,0.10904635491117012,417,9.85,Whole,,0,0.011070695930068033,417
PID102075,Decide First,2,14,2024-08-23,0.595959595959596,0.618882178268082,2023-07-26,0.3138656320196039,394,7.42,Deli Meats,Semi-Soft,0,0.0422999504069547,394
PID102076,Particular Approach,1,20,2024-01-22,0.26262626262626265,0.28997901171193974,2023-03-31,0.9675311415152135,297,8.53,1.7579969109927296,Skim,0,0.11342686301467919,297
PID102077,Agent Page,1,22,2024-10-25,0.15151515151515152,0.6832659810153462,2023-11-30,0.38084541556054735,330,6.64,17.09988722218643,Whole,1,0.05735623728321496,330
PID102078,Relate Someone,5,9,2024-05-23,0.4444444444444445,0.93300835060361,2023-11-12,0.38104962221768435,193,5.47,Unripe,4.329587441077244,0,0.0696617225260849,193
PID102079,Even Look,6,13,2024-11-11,0.9393939393939396,0.02813989710956609,2023-10-09,0.2052276904227078,399,1.26,Fillet,Shellfish,0,0.16287911938310143,399
PID102080,Population Father,2,16,2024-04-18,0.494949494949495,0.1772029096165565,2023-07-23,0.6552991627527058,270,2.52,Sausages,Semi-Soft,0,0.2600393502986928,270
PID102081,Give House,2,16,2024-02-20,0.7979797979797981,0.21371243611762836,2023-01-26,0.12272820093935063,390,8.14,Pre-made Salads,Hard,0,0.015077174562573787,390
PID102082,Question Let,2,3,2024-07-27,0.08080808080808081,0.47950472463463406,2023-02-14,0.8407188074331224,529,5.68,Deli Meats,Soft,1,0.14801387454808496,529
PID102083,Than Significant,0,1,2024-02-07,0.030303030303030304,0.8156681485859071,2023-03-01,0.3232591382479069,343,5.49,Bread,Cream,1,0.05888144594679543,343
PID102084,Community Ground,3,18,2024-06-10,0.47474747474747475,0.8888658748285128,2023-03-26,0.5254237288135594,442,3.61,Small,A,0,0.14554673928353445,442
PID102085,Nothing Enter,4,19,2024-10-08,0.1717171717171717,0.5206791325882323,2023-05-17,0.21012865019399635,510,3.44,Smoothies,,1,0.06108390994011522,510
PID102086,Produce Health,1,5,2024-04-08,0.9292929292929294,0.3547681660929318,2023-07-17,0.1862364713089647,266,6.11,5.620677633879962,2%,0,0.03048060086889766,266
PID102087,Two Sister,0,2,2024-01-05,0.04040404040404041,0.24529761786537213,2023-07-21,0.17235041862364717,168,9.09,Cakes,Custard,0,0.01896044209281047,168
PID102088,Summer Vote,4,8,2024-12-27,0.6969696969696971,0.581789706746541,2023-01-25,0.7449458852358588,702,5.11,Freshly Squeezed Juices,Sugar,0,0.1457819736273696,702
PID102089,Year Realize,5,21,2024-06-12,0.9696969696969698,0.9683950421632246,2023-09-14,0.24096385542168675,272,9.29,Ripe,7.4817901871224635,0,0.0259379822843581,272
PID102090,Work Bring,3,18,2024-08-11,0.4545454545454546,0.7552712868958439,2023-11-17,0.2052276904227078,268,0.3,Large,AA,0,0.684092301409026,268
PID102091,See Kitchen,2,16,2024-06-27,0.23232323232323232,0.4170722717137977,2023-11-03,0.46334490504390446,237,0.97,Pre-made Salads,Soft,0,0.47767515983907677,237
PID102092,Back Small,4,19,2024-02-08,0.7171717171717172,0.7684039575633611,2023-10-08,0.3169287318766592,123,9.89,Smoothies,Preservatives,0,0.03204537228277646,123
PID102093,Lose Think,0,1,2024-08-31,0.494949494949495,0.2853980623911513,2023-02-26,0.7124770267510722,552,8.0,Bread,Fruit,0,0.08905962834388402,552
PID102094,Idea Simple,1,20,2024-03-12,0.7171717171717172,0.9453094847739514,2023-06-08,0.846232387175822,278,3.02,16.839884593978933,2%,0,0.2802093997270934,278
PID102095,Trip Option,2,3,2024-01-14,0.4444444444444445,0.21294119493087005,2023-05-14,0.800285889319992,245,4.95,Sausages,Hard,0,0.1616739170343418,245
PID102096,Large Family,4,8,2024-04-19,0.20202020202020202,0.32494616864700915,2023-02-24,0.4976516234429243,420,5.84,Freshly Squeezed Juices,Sugar,0,0.08521431908269252,420
PID102097,Because Protect,4,8,2024-08-08,0.0202020202020202,0.047868725602951315,2023-06-22,0.46477435164386366,413,3.93,Freshly Squeezed Juices,Sugar,0,0.11826319380250984,413
PID102098,Office Wide,1,11,2024-05-01,0.23232323232323232,0.32812220699288114,2023-12-21,0.0961813355115377,132,0.82,0.3067520360728482,Skim,0,0.11729431159943622,132
PID102099,Such Physical,0,1,2024-03-14,0.050505050505050504,0.36683800920355575,2023-08-06,0.8035531958341843,221,0.17,Bread,,0,4.726783504906966,221
PID102100,Reduce Style,0,1,2024-09-17,0.7979797979797981,0.10849068716096767,2023-09-13,0.8441903206044519,370,7.8,Bread,Fruit,0,0.10822952828262204,370
PID102101,Would Another,7,15,2024-11-19,0.26262626262626265,0.8158233155054871,2023-03-27,0.5458443945272616,603,0.59,Pre-packaged Meals,Gluten-Free,0,0.9251599907241723,603
PID102102,Light Sing,2,16,2024-10-07,0.04040404040404041,0.7450375458363988,2023-09-02,0.46845007147233003,401,7.26,Pre-made Salads,Semi-Soft,1,0.0645248032331033,401
PID102103,Movement Issue,3,10,2024-02-22,0.060606060606060615,0.7205804340759673,2023-08-04,0.5701449867265674,202,8.3,Small,AA,1,0.06869216707549004,202
PID102104,Notice Along,3,10,2024-10-06,0.8989898989898991,0.7317750599655173,2023-03-18,0.9495609556871556,568,4.59,Medium,A,0,0.20687602520417334,568
PID102105,Within Federal,1,22,2024-08-03,0.98989898989899,0.8639610908949306,2023-03-22,0.0,500,0.87,16.87656205200483,Whole,0,0.0,500
PID102106,Evidence Around,6,4,2024-07-18,0.0202020202020202,0.59649155837768,2023-05-23,0.7698590974065755,422,2.46,Steak,Shellfish,1,0.312950852604299,422
PID102107,Run Side,7,15,2024-04-20,0.6767676767676769,0.35183716381203867,2023-05-30,0.4376148662446396,326,3.68,Pre-packaged Meals,Gluten-Free,0,0.11891708321865205,326
PID102108,Catch Although,5,9,2024-03-15,0.09090909090909093,0.6888316096263805,2023-08-31,0.2387175821931795,197,1.13,Unripe,7.472230801376865,1,0.21125449751608807,197
PID102109,First There,3,10,2024-03-21,0.494949494949495,0.1445447532926396,2023-06-24,0.2981417194200531,271,0.94,Large,A,0,0.31717204193622667,271
PID102110,Financial About,6,0,2024-01-17,0.7171717171717172,0.9250858099963928,2023-06-16,0.5619767204410865,215,3.52,Whole,Fish,0,0.15965247739803592,215
PID102111,Least Oil,3,10,2024-09-25,0.8989898989898991,0.15585825932862718,2023-01-05,0.7151317132938535,629,7.38,Small,A,0,0.09690131616447879,629
PID102112,Room Compare,7,7,2024-09-19,0.8484848484848486,0.158960750897031,2023-02-10,0.9775372677149277,587,3.28,Fresh Pasta,Gluten-Free,0,0.2980296547911365,587
PID102113,Hit Kind,6,0,2024-03-30,0.8080808080808082,0.08247266712759861,2023-12-06,0.33306105779048395,115,9.54,Whole,Fish,0,0.03491206056504025,115
PID102114,Southern Exist,0,12,2024-10-25,0.5555555555555557,0.8903103936411968,2023-06-05,0.6926689810087809,508,3.86,Pastries,,0,0.17944792254113495,508
PID102115,Month Health,6,6,2024-08-07,0.5454545454545455,0.1786754109142949,2023-03-02,0.2125791300796406,524,1.65,Steak,Fish,0,0.1288358364119034,524
PID102116,Shake Benefit,7,14,2024-05-07,0.35353535353535354,0.12364684199807423,2023-03-25,0.6424341433530734,409,4.99,Pre-made Salads,,0,0.12874431730522512,409
PID102117,Red Analysis,1,11,2024-06-01,0.9090909090909092,0.9036342116907549,2023-12-06,0.9616091484582399,178,9.0,24.025778005505817,Skim,0,0.10684546093980443,178
PID102118,Song How,3,18,2024-04-18,0.16161616161616163,0.594036479229917,2023-05-08,0.3965693281600981,346,6.84,Small,A,1,0.05797797195323072,346
PID102119,Day Mother,3,18,2024-10-04,0.6767676767676769,0.7545303971821258,2023-10-21,0.7177863998366348,349,2.05,Small,A,0,0.35013970723738286,349
PID102120,Economic Out,5,21,2024-08-15,0.9797979797979799,0.8331786919861937,2023-08-09,0.30447212579130084,372,6.87,Unripe,2.802168458595479,0,0.04431908672362458,372
PID102121,Although Station,1,20,2024-07-09,0.48484848484848486,0.4779637025023053,2023-11-01,0.0837247294261793,251,8.23,2.3747942367661565,Skim,0,0.010173114146558845,251
PID102122,Employee Describe,4,8,2024-04-19,0.5555555555555557,0.661107864913353,2023-03-04,0.5587094139268941,412,1.96,Freshly Squeezed Juices,,0,0.28505582343208885,412
PID102123,Trouble Create,5,9,2024-06-24,0.8989898989898991,0.614064674837493,2023-03-31,0.9879518072289158,451,4.3,Overripe,3.827713919842691,0,0.22975623423928276,451
PID102124,Animal Bar,0,1,2024-03-30,0.030303030303030304,0.9029855160669548,2023-06-03,0.6726567286093528,301,3.79,Bread,Fruit,1,0.17748198644046248,301
PID102125,Industry Knowledge,2,14,2024-09-01,0.8989898989898991,0.8165156479284162,2023-10-19,0.022462732285072496,318,9.98,Deli Meats,Hard,0,0.0022507747780633764,318
PID102126,Ahead Child,5,21,2024-08-26,0.6969696969696971,0.7709738156030862,2023-04-22,0.5282826220134778,492,5.98,Overripe,8.605616730674448,0,0.08834157558753808,492
PID102127,See System,2,14,2024-12-12,0.31313131313131315,0.14681528325411858,2023-04-30,0.3173371451909332,592,0.31,Deli Meats,Soft,0,1.023668210293333,592
PID102128,Reality Another,0,12,2024-08-08,0.38383838383838387,0.2939435516957533,2023-03-21,0.5946497855830101,506,5.53,Pastries,,0,0.10753160679620435,506
PID102129,Fire Mention,1,20,2024-05-28,0.9292929292929294,0.5769237351044094,2023-02-13,0.37941596896058816,470,1.65,8.038840565744948,Skim,0,0.22994907209732618,470
PID102130,Position Report,6,4,2024-11-07,0.35353535353535354,0.7880905125352757,2023-09-25,0.9021850112313663,409,7.44,Fillet,,0,0.12126142624077503,409
PID102131,Happy Behind,1,5,2024-09-15,0.030303030303030304,0.2263930696313355,2023-06-27,0.6998162140085767,446,7.67,29.305082147370392,2%,0,0.09124070586813256,446
PID102132,Himself Door,6,4,2024-08-28,0.7171717171717172,0.7452006559406349,2023-08-14,0.4637533183581785,380,0.5,Whole,,0,0.927506636716357,380
PID102133,Another Study,2,14,2024-02-09,0.22222222222222224,0.9828301418713354,2023-05-20,0.2752705738207066,265,3.2,Pre-made Salads,Hard,0,0.0860220543189708,265
PID102134,Reason Main,4,19,2024-11-28,0.13131313131313133,0.6526243631181522,2023-03-16,0.6563201960383909,623,6.28,Smoothies,,1,0.10450958535643166,623
PID102135,Force Figure,3,18,2024-10-14,0.04040404040404041,0.3483656299728453,2023-02-08,0.8880947518889116,614,3.93,Small,A,0,0.2259783083686798,614
PID102136,Sport About,1,11,2024-01-27,0.9494949494949496,0.5993788243923256,2023-11-30,0.7126812334082092,58,1.68,15.043432944123357,Whole,0,0.4242150198858388,58
PID102137,Religious Player,3,10,2024-06-17,0.11111111111111112,0.7340060666416238,2023-12-05,0.6908311210945478,195,2.85,Large,AA,1,0.24239688459457817,195
PID102138,Deep Mission,1,11,2024-03-20,0.3434343434343435,0.7275236343313702,2023-07-09,0.07085971002654687,255,9.13,19.538232592903245,Skim,0,0.007761194964572493,255
PID102139,Term Open,0,1,2024-09-19,0.9494949494949496,0.9176894884069998,2023-10-10,0.3473555237900756,345,3.38,Bread,Cream,0,0.10276790644676793,345
PID102140,Into Natural,3,18,2024-07-02,0.9393939393939396,0.8990388499921892,2023-03-04,0.5099040228711457,486,1.79,Large,A,0,0.2848625826095786,486
PID102141,Clear Above,5,9,2024-07-22,0.8585858585858587,0.550013878399189,2023-06-26,0.2477026751072085,392,2.57,Ripe,7.763994357207242,0,0.09638236385494495,392
PID102142,Back Trade,3,18,2024-06-09,0.7777777777777779,0.7309294993101839,2023-09-01,0.3685930161323259,282,3.17,Small,AA,0,0.11627539941082837,282
PID102143,Unit Safe,5,9,2024-05-04,0.6565656565656567,0.7389520429034289,2023-10-12,0.6732693485807639,205,8.5,Overripe,0.030911486191503856,0,0.07920815865656046,205
PID102144,Country Be,6,17,2024-08-07,0.060606060606060615,0.16597335755624887,2023-10-26,0.8621605064325099,286,7.37,Steak,Shellfish,0,0.11698242963806103,286
PID102145,Position Grow,7,14,2024-06-25,0.48484848484848486,0.9974162697612512,2023-08-29,0.07310598325505412,301,4.97,Pre-made Salads,,0,0.014709453371238253,301
PID102146,Data Sell,6,0,2024-07-09,0.7676767676767677,0.37126468800637547,2023-09-21,0.47335103124361855,292,7.45,Steak,Shellfish,0,0.06353705117364007,292
PID102147,Stuff Kind,5,21,2024-01-20,0.7171717171717172,0.8808414329683938,2023-03-03,0.4259750867878293,323,0.51,Ripe,1.099918140895908,0,0.83524526821143,323
PID102148,Enough Film,7,7,2024-07-28,0.9292929292929294,0.7196074617246471,2023-04-25,0.6859301613232592,460,0.45,Fresh Pasta,Gluten-Free,0,1.5242892473850205,460
PID102149,Three Relate,6,6,2024-06-18,0.11111111111111112,0.7127401356788892,2023-12-27,0.6222176842965081,174,8.66,Steak,Shellfish,1,0.0718496171243081,174
PID102150,Start Performance,4,8,2024-01-01,0.5050505050505052,0.25049535513323323,2023-09-12,0.8891157851745969,111,2.41,Freshly Squeezed Juices,Preservatives,0,0.3689277116907041,111
PID102151,Mind Authority,5,9,2024-07-02,0.010101010101010102,0.05348912356295378,2023-04-24,0.02307535225648356,435,4.38,Ripe,9.990225392340138,0,0.005268345264037343,435
PID102152,Set Manage,7,14,2024-09-22,0.41414141414141414,0.7035706685749632,2023-08-04,0.7079844802940577,415,1.66,Pre-made Salads,Vegan,0,0.4264966748759384,415
PID102153,Hit Would,0,12,2024-07-05,0.7070707070707072,0.8097243626272824,2023-08-29,0.4996936900142945,311,2.73,Pastries,,0,0.18303798169021776,311
PID102154,Available Reach,0,2,2024-04-29,0.2828282828282828,0.6327582530660935,2023-03-23,0.1035327751684705,403,7.03,Cakes,,0,0.014727279540322971,403
PID102155,Soldier Will,7,7,2024-06-11,0.393939393939394,0.8332233322748185,2023-06-29,0.28200939350622833,348,0.39,Fresh Pasta,,0,0.723101008990329,348
PID102156,He Level,0,1,2024-09-07,0.686868686868687,0.000616641610695759,2023-02-26,0.4251582601592812,559,4.91,Bread,Custard,0,0.08659027701818355,559
PID102157,Star Road,7,14,2024-07-06,0.48484848484848486,0.8555149365693037,2023-12-12,0.7073718603226465,207,7.2,Pre-made Salads,,0,0.09824609171147869,207
PID102158,Herself Attack,5,21,2024-04-09,0.5353535353535355,0.006194512521163376,2023-09-09,0.7833367367776192,213,1.59,Unripe,3.5724415103853557,0,0.49266461432554665,213
PID102159,Other Determine,2,16,2024-08-15,0.25252525252525254,0.17347135808351632,2023-02-22,0.30590157239126,540,3.56,Deli Meats,Hard,0,0.08592740797507303,540
PID102160,Reduce Never,6,0,2024-04-21,0.7373737373737375,0.45951410716888336,2023-09-12,0.13130488053910558,222,1.36,Whole,,0,0.0965477062787541,222
PID102161,Beat Cost,7,15,2024-10-10,0.8080808080808082,0.12933802173624998,2023-01-02,0.42005309373085564,647,9.44,Pre-packaged Meals,Gluten-Free,0,0.044497149759624544,647
PID102162,Turn Operation,0,2,2024-08-14,0.20202020202020202,0.967727355042652,2023-10-11,0.054727384112722086,308,4.26,Cakes,Custard,0,0.012846803782329129,308
PID102163,Speak Report,7,7,2024-09-25,0.6161616161616162,0.71632251162226,2023-12-15,0.1035327751684705,285,0.19,Fresh Pasta,Vegan,0,0.5449093429919499,285
