Product ID,Product Name,Category,Sub-Category,Expiration Date,Stock Level,Sales Velocity,Purchase Date,Price,Shelf Life,Product Weight/Volume,Additional Feature 1,Additional Feature 2
PID101882,Ask Force,Deli,Prepared Meats,2024-03-09,60,9.990936332,2023-03-06,41.37,369,8.03,Sausages,Semi-Soft
PID101883,Travel Then,Eggs,Grade,2024-05-04,15,8.43430218,2023-02-17,9.92,442,5.73,Medium,A
PID101884,Mother Prevent,Fresh Juices,Smoothies,2024-06-23,6,9.522664163,2023-03-03,10.39,478,2.75,Smoothies,None
PID101885,Parent Trip,Fresh Produce,Vegetables,2024-05-31,11,8.431875079,2023-03-30,15.1,428,9.05,Ripe,7.772913285
PID101886,Serious Car,Fresh Produce,Fruits,2024-04-09,84,7.592861443,2023-01-07,46.49,458,4.9,Ripe,7.447313483
PID101887,West Lot,Meat and Seafood,Shellfish,2024-11-02,28,7.797961384,2023-10-27,3.11,372,6.29,Whole,Fish
PID101888,Former Media,Ready-to-Eat Meals,Fresh Pasta,2024-12-01,36,3.279504113,2023-05-16,42.21,565,8.99,Fresh Pasta,None
PID101889,Movie Someone,Fresh Produce,Vegetables,2024-03-26,23,4.042502583,2023-05-02,5.52,329,2.01,Overripe,1.575867411
PID101890,Out These,Dairy Products,Cream,2024-01-12,87,5.144086166,2023-07-10,25.61,186,0.74,19.93939773,Skim
PID101891,Safe Certain,Dairy Products,Yogurt,2024-04-15,22,3.324113289,2023-03-22,25.56,390,0.51,21.74847351,2%
PID101892,Hour Administration,Dairy Products,Soft Cheeses,2024-12-01,82,1.862774653,2023-04-22,17.9,589,5.28,12.65138277,Whole
PID101893,Price Lawyer,Meat and Seafood,Fish,2024-10-11,25,0.8728143499,2023-03-30,32.69,561,7.13,Ground,Fish
PID101894,Whether According,Meat and Seafood,Beef,2024-03-26,29,2.476307267,2023-11-27,45.93,120,0.91,Whole,Shellfish
PID101895,Style Politics,Dairy Products,Milk,2024-05-30,73,4.08459799,2023-02-21,29.31,464,1.92,4.350388839,2%
PID101896,Trade Environment,Ready-to-Eat Meals,Pre-made Salads,2024-10-07,27,0.5773579801,2023-09-04,28.97,399,4.6,Pre-made Salads,Vegan
PID101897,Participant Suffer,Ready-to-Eat Meals,Pre-packaged Meals,2024-08-03,25,5.583132106,2023-03-19,39.42,503,0.72,Pre-packaged Meals,Gluten-Free
PID101898,Spend Car,Dairy Products,Soft Cheeses,2024-12-16,82,3.9058385,2023-06-01,13.47,564,0.75,19.2624987,Whole
PID101899,Other Thank,Ready-to-Eat Meals,Pre-made Salads,2024-09-14,31,4.563019333,2023-12-04,36.46,285,2.63,Pre-made Salads,None
PID101900,Single Media,Meat and Seafood,Shellfish,2024-05-20,21,2.858682616,2023-12-13,11.75,159,8.35,Ground,Shellfish
PID101901,Two Than,Meat and Seafood,Chicken,2024-09-18,51,4.376136945,2023-07-02,1.91,444,1.2,Steak,N/A
PID101902,Position Serious,Deli,Cheese,2024-11-06,4,1.92319915,2023-02-22,15.38,623,7.47,Deli Meats,Soft
PID101903,Allow Size,Meat and Seafood,Beef,2024-08-20,73,8.691771529,2023-06-03,4.85,444,9.93,Steak,Fish
PID101904,Really Their,Bakery Items,Bread,2024-06-13,59,6.583660637,2023-05-14,22.74,396,2.62,Bread,None
PID101905,Force Subject,Deli,Prepared Meats,2024-02-25,18,9.476138212,2023-04-23,34.86,308,3.95,Deli Meats,Semi-Soft
PID101906,Moment Ever,Bakery Items,Cakes,2024-06-03,63,7.90767505,2023-10-03,23.77,244,6.83,Cakes,Cream
PID101907,Piece Effect,Dairy Products,Yogurt,2024-11-04,81,1.33143885,2023-11-24,15.71,346,5.28,12.91077028,2%
PID101908,Maintain System,Eggs,Size,2024-12-27,39,4.145257607,2023-03-20,30.21,648,7.84,Small,A
PID101909,Room Cover,Bakery Items,Pastries,2024-07-11,55,4.469273069,2023-10-24,25.71,261,2.98,Pastries,Custard
PID101910,Year Lose,Bakery Items,Bread,2024-01-15,40,2.326229439,2023-10-14,16.35,93,5.01,Bread,Custard
PID101911,Whatever Theory,Bakery Items,Cakes,2024-10-15,29,6.996147601,2023-06-09,9.6,494,9.34,Cakes,Custard
PID101912,Degree New,Fresh Produce,Fruits,2024-04-23,88,8.74315495,2023-09-26,1.91,210,3.66,Unripe,0.7253574862
PID101913,Treat Large,Meat and Seafood,Shellfish,2024-02-10,83,1.694208283,2023-05-01,25.74,285,8.11,Ground,Shellfish
PID101914,Expect Commercial,Ready-to-Eat Meals,Pre-made Salads,2024-02-28,63,4.644996444,2023-10-20,45.11,131,7.66,Pre-made Salads,Gluten-Free
PID101915,Determine Food,Fresh Juices,Smoothies,2024-02-20,2,8.315109582,2023-03-05,24.34,352,3.98,Smoothies,Sugar
PID101916,Hand Determine,Bakery Items,Cakes,2024-12-05,61,7.152064548,2023-08-13,30.58,480,1.66,Cakes,Custard
PID101917,Personal Successful,Meat and Seafood,Beef,2024-03-02,95,3.599509256,2023-01-24,27.4,403,3.9,Whole,Shellfish
PID101918,Book Card,Fresh Produce,Fruits,2024-12-28,9,8.150788633,2023-04-09,32.98,629,2.81,Overripe,8.889006366
PID101919,Paper Few,Eggs,Grade,2024-04-20,65,6.630730546,2023-03-14,26.52,403,2.13,Large,A
PID101920,Ask Family,Eggs,Size,2024-08-10,29,1.663123255,2023-11-21,34.73,263,3.69,Medium,AA
PID101921,Hot Box,Fresh Juices,Freshly Squeezed Juices,2024-06-09,60,9.771645929,2023-04-12,5.44,424,9.97,Freshly Squeezed Juices,Preservatives
PID101922,Good Sell,Bakery Items,Pastries,2024-08-19,30,2.868944385,2023-08-06,27.34,379,4.37,Pastries,Cream
PID101923,Network Process,Meat and Seafood,Fish,2024-04-11,12,2.760211248,2023-11-27,17.49,136,2.84,Steak,N/A
PID101924,Box One,Meat and Seafood,Beef,2024-12-30,24,1.204931538,2023-08-05,43.48,513,6.13,Ground,Shellfish
PID101925,Table Arrive,Eggs,Grade,2024-01-12,88,5.151445654,2023-05-13,10.11,244,7.26,Medium,AA
PID101926,Shoulder Language,Eggs,Grade,2024-08-23,79,2.330357969,2023-07-07,28.39,413,5.71,Small,A
PID101927,Study Friend,Bakery Items,Bread,2024-12-11,36,1.687392445,2023-09-17,18.3,451,8.89,Bread,Fruit
PID101928,People Suddenly,Dairy Products,Cream,2024-03-29,36,6.348383663,2023-02-16,20.33,407,7.21,7.908682713,Skim
PID101929,Large Know,Meat and Seafood,Chicken,2024-09-16,75,8.919455279,2023-02-02,23.23,592,6.11,Fillet,Shellfish
PID101930,Person Turn,Ready-to-Eat Meals,Pre-made Salads,2024-04-07,52,1.289129263,2023-12-05,9.75,124,1.64,Pre-made Salads,Gluten-Free
PID101931,Special Offer,Dairy Products,Soft Cheeses,2024-05-13,32,1.121070534,2023-12-11,25.27,154,7.22,29.8451494,Whole
PID101932,Shake Sure,Eggs,Size,2024-02-28,20,4.311641208,2023-01-16,30.52,408,7.04,Medium,AA
PID101933,Act Card,Deli,Pre-made Salads,2024-05-30,6,0.9061492875,2023-11-16,18.75,196,1.94,Pre-made Salads,Hard
PID101934,His Talk,Deli,Prepared Meats,2024-01-11,34,0.8065134958,2023-05-25,48.84,231,0.14,Sausages,Hard
PID101935,Take Good,Deli,Prepared Meats,2024-07-19,85,2.82960961,2023-08-19,47.43,335,1.21,Sausages,Semi-Soft
PID101936,Wide These,Fresh Produce,Vegetables,2024-11-23,30,3.214579905,2023-11-10,19.67,379,4.7,Ripe,7.292869101
PID101937,Person Inside,Dairy Products,Milk,2024-07-28,49,9.213826269,2023-12-21,33.49,220,6.3,21.55932969,Whole
PID101938,Sell Bring,Fresh Juices,Smoothies,2024-02-10,77,6.534561505,2023-08-28,39.65,166,1.94,Smoothies,None
PID101939,Once Data,Deli,Pre-made Salads,2024-03-23,90,5.479965269,2023-05-06,27.35,322,4.86,Deli Meats,Soft
PID101940,Quality One,Bakery Items,Pastries,2024-06-05,76,6.506151001,2023-02-26,21.07,465,0.64,Pastries,Custard
PID101941,Analysis Understand,Dairy Products,Soft Cheeses,2024-12-15,72,2.516445553,2023-02-02,46.9,682,7.78,26.59416204,Skim
PID101942,Wide Alone,Meat and Seafood,Fish,2024-09-04,62,2.509518917,2023-05-18,2.06,475,4.74,Fillet,Shellfish
PID101943,Despite Up,Bakery Items,Pastries,2024-06-08,99,3.189710994,2023-08-10,3.67,303,1.78,Pastries,Cream
PID101944,Run Race,Fresh Juices,Freshly Squeezed Juices,2024-02-14,40,9.065122954,2023-06-09,23.04,250,1.51,Freshly Squeezed Juices,Sugar
PID101945,Despite Ground,Fresh Produce,Fruits,2024-02-05,55,5.781316629,2023-02-10,10.87,360,6.92,Overripe,9.118749083
PID101946,World She,Bakery Items,Pastries,2024-10-20,41,6.295091938,2023-11-01,15.29,354,3.99,Pastries,Cream
PID101947,Certain Explain,Ready-to-Eat Meals,Fresh Pasta,2024-04-01,8,9.354854083,2023-12-25,49.3,98,1.82,Fresh Pasta,Gluten-Free
PID101948,Really Simple,Ready-to-Eat Meals,Fresh Pasta,2024-03-07,31,8.187159807,2023-03-25,35.52,348,4.2,Fresh Pasta,None
PID101949,While Thus,Dairy Products,Cream,2024-05-29,40,2.213021112,2023-06-19,34.83,345,0.88,10.3234064,2%
PID101950,Decide Toward,Fresh Juices,Smoothies,2024-03-19,14,6.443971465,2023-01-05,26.75,439,5.11,Smoothies,Sugar
PID101951,Nearly Fast,Fresh Produce,Fruits,2024-06-11,2,1.785235998,2023-10-05,41.56,250,6.76,Overripe,0.6838303341
PID101952,Store Dinner,Deli,Cheese,2024-07-16,19,3.163427381,2023-02-09,25.08,523,8.53,Sausages,Semi-Soft
PID101953,Task Some,Fresh Juices,Smoothies,2024-08-27,46,5.381625582,2023-05-21,20.26,464,6.65,Smoothies,Sugar
PID101954,Today Upon,Fresh Juices,Smoothies,2024-09-03,9,6.611157523,2023-12-02,12.59,276,0.79,Smoothies,Sugar
PID101955,Go Enter,Deli,Prepared Meats,2024-07-16,73,2.367038579,2023-04-01,36.14,472,6.8,Sausages,Soft
PID101956,Moment Particularly,Ready-to-Eat Meals,Pre-made Salads,2024-03-23,2,2.344197188,2023-08-08,9.08,228,9.48,Pre-made Salads,None
PID101957,Approach Others,Dairy Products,Cream,2024-12-17,82,5.427687887,2023-09-14,3.12,460,0.88,25.66135232,2%
PID101958,Box Evidence,Meat and Seafood,Beef,2024-06-16,37,6.272491476,2023-09-06,46.57,284,9.72,Steak,Fish
PID101959,Blood Station,Fresh Produce,Fruits,2024-01-15,39,9.882060699,2023-02-08,33.83,341,1.77,Ripe,2.413422021
PID101960,Generation Give,Ready-to-Eat Meals,Pre-made Salads,2024-02-14,95,7.049354409,2023-08-30,5.85,168,3.82,Pre-made Salads,None
PID101961,Fear Billion,Dairy Products,Milk,2024-04-03,68,6.250295271,2023-12-06,23.48,119,7.71,10.67117577,Skim
PID101962,Store Floor,Deli,Pre-made Salads,2024-11-02,78,0.938573692,2023-08-10,1.91,450,3.85,Deli Meats,Hard
PID101963,Attention Bill,Eggs,Size,2024-06-01,81,8.850386023,2023-07-06,29.23,331,2.95,Small,A
PID101964,Church What,Fresh Produce,Fruits,2024-05-06,30,6.074208847,2023-03-29,5.89,404,4.34,Ripe,1.074597637
PID101965,Case Economy,Deli,Cheese,2024-02-23,60,6.951063322,2023-01-16,28.3,403,7.33,Sausages,Hard
PID101966,Send Over,Fresh Juices,Smoothies,2024-01-22,12,6.365711915,2023-07-01,7.5,205,1.59,Smoothies,Sugar
PID101967,Me Officer,Fresh Juices,Freshly Squeezed Juices,2024-08-02,54,9.094101366,2023-04-02,5.99,488,4.66,Freshly Squeezed Juices,Sugar
PID101968,Language Trouble,Meat and Seafood,Shellfish,2024-04-06,48,5.319269932,2023-03-26,36.32,377,3.97,Ground,N/A
PID101969,Price Team,Meat and Seafood,Chicken,2024-02-07,78,7.490067332,2023-05-10,28.03,273,5.81,Steak,Fish
PID101970,Contain Sense,Bakery Items,Cakes,2024-04-24,41,2.632827864,2023-02-09,12.64,440,1.19,Cakes,None
PID101971,List Little,Fresh Produce,Vegetables,2024-03-19,61,5.996064929,2023-09-10,29.8,191,9.26,Overripe,8.014294667
PID101972,Maybe Everybody,Eggs,Size,2024-11-01,75,3.673422374,2023-07-06,4.61,484,8.14,Small,A
PID101973,Cut Support,Fresh Produce,Fruits,2024-06-24,9,2.441775597,2023-09-17,25.1,281,1.67,Unripe,1.2580571
PID101974,Collection Player,Dairy Products,Milk,2024-03-24,100,6.092797473,2023-11-20,14.8,125,6.16,6.559143397,2%
PID101975,Over International,Bakery Items,Cakes,2024-05-16,16,1.697204597,2023-06-16,5.49,335,6.16,Cakes,Fruit
PID101976,Everybody In,Dairy Products,Yogurt,2024-03-05,100,7.67502793,2023-02-20,9.08,379,5.97,28.7110239,Whole
PID101977,Share Pick,Bakery Items,Bread,2024-07-29,24,3.298318785,2023-07-10,27.56,385,6.36,Bread,Cream
PID101978,Break Success,Fresh Produce,Vegetables,2024-04-01,92,9.470140417,2023-08-25,47.55,220,3.04,Ripe,4.526848449
PID101979,Well Hair,Dairy Products,Milk,2024-09-21,18,5.717178143,2023-11-30,40.88,296,2.43,15.91963418,2%
PID101980,Others Factor,Dairy Products,Milk,2024-01-03,54,3.996907633,2023-04-29,43.54,249,4.82,11.4822495,Skim
PID101981,Like True,Bakery Items,Cakes,2024-12-10,68,9.054164643,2023-03-24,36.15,627,8.54,Cakes,Fruit
PID101982,Indicate Down,Bakery Items,Pastries,2024-04-22,64,6.697852523,2023-08-13,25.56,253,3.75,Pastries,Fruit
PID101983,Forward Ago,Bakery Items,Bread,2024-05-19,36,7.428269415,2023-11-13,9.25,188,3.85,Bread,Custard
PID101984,Already Last,Deli,Prepared Meats,2024-12-26,38,3.140049052,2023-10-11,21.18,442,8.9,Sausages,Semi-Soft
PID101985,Society Ago,Bakery Items,Pastries,2024-08-10,23,4.53336726,2023-11-05,4.73,279,3.37,Pastries,None
PID101986,Process Official,Deli,Prepared Meats,2024-11-03,100,5.95597773,2023-01-09,14.59,664,3.47,Sausages,Semi-Soft
PID101987,So Anything,Deli,Prepared Meats,2024-01-21,38,3.687750439,2023-06-08,1.41,227,9.86,Pre-made Salads,Semi-Soft
PID101988,Price First,Fresh Juices,Freshly Squeezed Juices,2024-06-24,82,4.305347024,2023-05-09,1.71,412,0.63,Freshly Squeezed Juices,None
PID101989,Quickly Agree,Deli,Cheese,2024-12-15,7,8.256224625,2023-08-04,34.7,499,8.79,Pre-made Salads,Soft
PID101990,Idea Born,Fresh Juices,Freshly Squeezed Juices,2024-06-12,90,4.197248684,2023-04-17,46.31,422,3.67,Freshly Squeezed Juices,Preservatives
PID101991,Stuff Since,Fresh Produce,Vegetables,2024-01-17,90,6.846277372,2023-11-07,18.35,71,5.31,Overripe,5.974064354
PID101992,Group Another,Bakery Items,Pastries,2024-01-25,95,2.827805776,2023-05-16,46.19,254,7.92,Pastries,Custard
PID101993,Ready Summer,Dairy Products,Soft Cheeses,2024-09-18,76,4.841269124,2023-10-25,19.22,329,4.56,17.87062741,Whole
PID101994,Record By,Fresh Produce,Vegetables,2024-08-28,34,4.83728167,2023-09-25,20.67,338,2.5,Unripe,2.67947542
PID101995,Skill Try,Bakery Items,Bread,2024-01-06,83,3.514614157,2023-12-07,48.46,30,8.59,Bread,Custard
PID101996,Professor Never,Bakery Items,Bread,2024-09-01,57,5.228495029,2023-02-08,36.28,571,4.19,Bread,None
PID101997,They Page,Deli,Pre-made Salads,2024-10-19,84,5.831586595,2023-07-29,1.33,448,3.13,Deli Meats,Semi-Soft
PID101998,Already Difference,Meat and Seafood,Shellfish,2024-08-17,20,5.753346824,2023-08-14,26.03,369,2.25,Steak,Fish
PID101999,Its Their,Eggs,Size,2024-04-18,72,0.5056594143,2023-02-09,39.78,434,8.96,Small,A
PID102000,Box Course,Ready-to-Eat Meals,Pre-made Salads,2024-02-17,72,1.116331414,2023-12-02,32.46,77,0.75,Pre-made Salads,Gluten-Free
PID102001,Clearly Once,Meat and Seafood,Shellfish,2024-04-02,88,8.74759979,2023-03-31,20.96,368,4.35,Ground,N/A
PID102002,Meeting Why,Fresh Produce,Fruits,2024-08-22,70,8.430572333,2023-12-21,12.71,245,8.2,Unripe,8.433551386
PID102003,Ever Instead,Fresh Juices,Smoothies,2024-03-20,39,5.457674181,2023-01-20,29.65,425,3.37,Smoothies,Sugar
PID102004,Nearly Next,Meat and Seafood,Beef,2024-07-08,70,0.8971736576,2023-11-27,37.92,224,7.19,Ground,Shellfish
PID102005,Bad Try,Eggs,Size,2024-03-29,4,5.518130521,2023-02-20,43.22,403,9.14,Large,A
PID102006,Indeed Rock,Ready-to-Eat Meals,Fresh Pasta,2024-12-28,56,1.165195843,2023-09-14,7.07,471,1.45,Fresh Pasta,Gluten-Free
PID102007,Low Attorney,Bakery Items,Cakes,2024-04-05,38,9.253064837,2023-03-30,3.17,372,7.21,Cakes,Cream
PID102008,Tv Southern,Eggs,Size,2024-02-15,92,2.832107265,2023-03-02,38.09,350,6.12,Medium,A
PID102009,Leader Turn,Fresh Juices,Freshly Squeezed Juices,2024-09-18,69,3.069993407,2023-07-10,48.81,436,7.03,Freshly Squeezed Juices,Sugar
PID102010,Kitchen Establish,Deli,Pre-made Salads,2024-08-24,52,4.091940281,2023-11-12,23,286,6.89,Pre-made Salads,Hard
PID102011,Dark Often,Deli,Pre-made Salads,2024-01-15,94,9.631480326,2023-08-03,29.56,165,4.55,Pre-made Salads,Hard
PID102012,Save Red,Eggs,Size,2024-05-31,86,3.998470481,2023-03-02,48.51,456,9.07,Large,A
PID102013,School Minute,Fresh Produce,Fruits,2024-10-15,44,2.503130712,2023-08-11,10.64,431,4.26,Unripe,0.8047562607
PID102014,Table Chair,Fresh Produce,Vegetables,2024-01-19,19,1.749347262,2023-12-07,35.38,43,7.95,Overripe,7.907534089
PID102015,Food Imagine,Dairy Products,Milk,2024-08-14,43,6.675372697,2023-07-06,29.32,405,6.76,21.84937926,Whole
PID102016,Reflect Loss,Bakery Items,Cakes,2024-08-19,32,7.964193498,2023-10-16,8.02,308,2.9,Cakes,Fruit
PID102017,Suggest Kitchen,Dairy Products,Cream,2024-05-08,91,6.037856682,2023-10-28,1.86,193,9.78,27.88273704,2%
PID102018,Push True,Meat and Seafood,Pork,2024-07-25,42,0.8983492295,2023-03-31,6.05,482,1.11,Fillet,Shellfish
PID102019,Thousand Attack,Fresh Juices,Freshly Squeezed Juices,2024-04-26,19,2.512683197,2023-12-01,27.54,147,3.7,Freshly Squeezed Juices,Preservatives
PID102020,Nor More,Deli,Prepared Meats,2024-04-02,48,0.6070307369,2023-05-13,23.27,325,7.68,Sausages,Hard
PID102021,Window That,Dairy Products,Soft Cheeses,2024-10-07,91,1.684184808,2023-04-28,45.66,528,0.22,2.320793962,2%
PID102022,Education Travel,Meat and Seafood,Beef,2024-07-17,89,6.895692808,2023-06-18,23.44,395,5.52,Fillet,Fish
PID102023,Expert Final,Fresh Produce,Fruits,2024-11-02,48,9.656706364,2023-05-28,18.2,524,7.79,Ripe,1.86801185
PID102024,Future Six,Dairy Products,Soft Cheeses,2024-05-04,21,6.050693835,2023-11-23,43.18,163,6,18.81640294,Whole
PID102025,Then Despite,Deli,Cheese,2024-11-23,37,8.403343787,2023-02-07,23.24,655,9.58,Pre-made Salads,Soft
PID102026,Floor Firm,Ready-to-Eat Meals,Pre-made Salads,2024-03-16,97,8.209901897,2023-02-09,46.52,401,0.99,Pre-made Salads,None
PID102027,Eight Issue,Meat and Seafood,Beef,2024-07-26,50,8.290035836,2023-03-05,47.32,509,2.43,Fillet,Shellfish
PID102028,Four Difference,Meat and Seafood,Beef,2024-06-11,42,3.690409251,2023-11-05,1.89,219,5.55,Whole,N/A
PID102029,Majority Trial,Fresh Produce,Fruits,2024-11-25,73,5.475701717,2023-04-06,41.67,599,9.01,Unripe,7.237536465
PID102030,Face Necessary,Ready-to-Eat Meals,Fresh Pasta,2024-12-30,93,3.207737998,2023-05-22,3.51,588,9.37,Fresh Pasta,Gluten-Free
PID102031,Including Travel,Eggs,Size,2024-01-26,22,1.671700764,2023-08-16,26.81,163,9.69,Medium,AA
PID102032,Maybe Less,Fresh Produce,Vegetables,2024-09-20,93,3.830997767,2023-02-07,19.65,591,3.85,Unripe,9.021839981
PID102033,Compare Purpose,Bakery Items,Cakes,2024-02-16,37,5.551499993,2023-11-10,45.87,98,7.07,Cakes,Fruit
PID102034,Need Talk,Meat and Seafood,Beef,2024-04-13,12,6.52305602,2023-04-13,3.59,366,9.66,Ground,N/A
PID102035,Across In,Deli,Prepared Meats,2024-06-01,76,8.593737615,2023-03-19,34.89,440,1.83,Deli Meats,Hard
PID102036,Ago Pm,Deli,Prepared Meats,2024-03-04,16,1.53676103,2023-11-02,39.71,123,9.08,Pre-made Salads,Hard
PID102037,As Just,Fresh Produce,Fruits,2024-06-14,62,3.165222736,2023-05-10,17.21,401,4,Overripe,5.908337855
PID102038,Want Late,Meat and Seafood,Shellfish,2024-11-08,65,3.75964229,2023-10-08,35.23,397,7.58,Fillet,N/A
PID102039,Hundred Amount,Eggs,Grade,2024-04-13,13,7.326078534,2023-12-26,47.95,109,2.32,Small,A
PID102040,Material Recently,Fresh Produce,Fruits,2024-08-10,66,3.758874241,2023-08-18,14.19,358,7.49,Ripe,6.600168017
PID102041,Address Whatever,Deli,Pre-made Salads,2024-02-03,61,9.368601784,2023-01-14,36.98,385,3.32,Sausages,Soft
PID102042,City Practice,Bakery Items,Cakes,2024-08-05,23,1.547057285,2023-04-02,25.61,491,3.68,Cakes,Custard
PID102043,Community We,Meat and Seafood,Chicken,2024-11-29,5,4.157303418,2023-10-09,9.21,417,6.63,Whole,Shellfish
PID102044,Go Large,Eggs,Size,2024-02-24,56,2.349941725,2023-07-16,48.65,223,6.12,Medium,AA
PID102045,Film World,Meat and Seafood,Chicken,2024-10-18,99,4.12637053,2023-12-25,40.18,298,3.75,Whole,Shellfish
PID102046,Message Employee,Fresh Juices,Smoothies,2024-09-04,12,1.344290952,2023-01-30,30.59,583,1.11,Smoothies,Preservatives
PID102047,Exist Choice,Deli,Cheese,2024-08-28,18,4.213334744,2023-03-17,10.12,530,4.59,Sausages,Soft
PID102048,Employee Center,Ready-to-Eat Meals,Pre-made Salads,2024-01-06,25,5.442250792,2023-12-14,27.69,23,8.23,Pre-made Salads,Gluten-Free
PID102049,Series Ahead,Eggs,Size,2024-06-20,83,1.390372374,2023-04-18,34.16,429,2,Small,A
PID102050,Fish Should,Eggs,Grade,2024-07-23,7,7.528016458,2023-01-08,2.45,562,8.4,Small,A
PID102051,I Man,Meat and Seafood,Fish,2024-11-09,71,5.538015157,2023-08-28,20.4,439,0.9,Ground,Fish
PID102052,Spend Reach,Deli,Cheese,2024-03-06,17,1.104415681,2023-01-15,29.94,416,9.83,Pre-made Salads,Soft
PID102053,Computer Ready,Bakery Items,Pastries,2024-11-30,83,2.80999944,2023-01-04,34.34,696,8.78,Pastries,Cream
PID102054,Nearly Instead,Deli,Cheese,2024-05-17,34,2.90671372,2023-02-05,48.26,467,5.94,Pre-made Salads,Semi-Soft
PID102055,Treat Form,Dairy Products,Milk,2024-01-11,76,9.696303025,2023-09-21,48.04,112,7.68,10.31837083,2%
PID102056,Under Maintain,Dairy Products,Cream,2024-10-06,5,6.193211439,2023-07-17,27.61,447,3.81,27.28483576,2%
PID102057,Each Event,Bakery Items,Pastries,2024-05-26,21,5.23536175,2023-01-23,1.66,489,8.09,Pastries,Cream
PID102058,Lead Trade,Bakery Items,Pastries,2024-06-23,18,3.796720619,2023-07-09,38.65,350,1.08,Pastries,None
PID102059,Company They,Fresh Juices,Smoothies,2024-03-24,38,9.521035248,2023-09-03,48.78,203,7.79,Smoothies,Preservatives
PID102060,Break Trade,Ready-to-Eat Meals,Fresh Pasta,2024-07-29,9,9.660588028,2023-07-20,6.8,375,1.24,Fresh Pasta,Gluten-Free
PID102061,Between Need,Fresh Produce,Vegetables,2024-03-25,32,8.773842321,2023-09-02,44.13,205,9.84,Unripe,7.956626115
PID102062,Speech Seem,Meat and Seafood,Beef,2024-11-25,56,4.96878651,2023-10-13,19.99,409,7.05,Steak,N/A
PID102063,Thus Operation,Ready-to-Eat Meals,Fresh Pasta,2024-12-24,34,1.021609521,2023-06-05,34.28,568,2.92,Fresh Pasta,None
PID102064,Fund Factor,Fresh Juices,Smoothies,2024-03-30,35,4.764136431,2023-10-14,21.38,168,9.52,Smoothies,None
PID102065,Picture Artist,Deli,Prepared Meats,2024-05-03,66,2.80067185,2023-09-19,31.2,227,3.82,Pre-made Salads,Semi-Soft
PID102066,Family Watch,Bakery Items,Pastries,2024-02-03,34,7.096091553,2023-12-11,2.07,54,0.81,Pastries,Custard
PID102067,Seat Such,Fresh Produce,Vegetables,2024-08-21,49,9.451162628,2023-08-16,2.05,371,6.97,Unripe,3.389489105
PID102068,Thing Suffer,Fresh Produce,Fruits,2024-03-13,52,8.252851267,2023-02-11,18.41,396,6.31,Unripe,4.717827051
PID102069,Machine Standard,Fresh Juices,Freshly Squeezed Juices,2024-01-09,48,9.111178695,2023-07-05,35.98,188,8.2,Freshly Squeezed Juices,None
PID102070,Health Enough,Ready-to-Eat Meals,Pre-packaged Meals,2024-06-17,81,8.790319901,2023-12-18,10.09,182,8.9,Pre-packaged Meals,Gluten-Free
PID102071,Consumer Always,Eggs,Grade,2024-10-03,25,5.432492745,2023-07-24,4.65,437,8.91,Medium,AA
PID102072,Control Together,Ready-to-Eat Meals,Pre-made Salads,2024-03-03,75,6.868331407,2023-06-17,17.07,260,4.82,Pre-made Salads,Vegan
PID102073,So Sell,Fresh Produce,Vegetables,2024-12-19,100,6.600794115,2023-10-01,26.71,445,4.45,Overripe,9.785895101
PID102074,Wish Spend,Meat and Seafood,Shellfish,2024-12-02,51,9.428608397,2023-10-12,6.36,417,9.85,Whole,N/A
PID102075,Decide First,Deli,Pre-made Salads,2024-08-23,60,6.378430096,2023-07-26,16.39,394,7.42,Deli Meats,Semi-Soft
PID102076,Particular Approach,Dairy Products,Soft Cheeses,2024-01-22,27,3.255183537,2023-03-31,48.4,297,8.53,1.757996911,Skim
PID102077,Agent Page,Dairy Products,Yogurt,2024-10-25,16,6.989815181,2023-11-30,19.67,330,6.64,17.09988722,Whole
PID102078,Relate Someone,Fresh Produce,Fruits,2024-05-23,45,9.361355122,2023-11-12,19.68,193,5.47,Unripe,4.329587441
PID102079,Even Look,Meat and Seafood,Pork,2024-11-11,94,0.7687735636,2023-10-09,11.07,399,1.26,Fillet,Shellfish
PID102080,Population Father,Deli,Prepared Meats,2024-04-18,50,2.184267813,2023-07-23,33.11,270,2.52,Sausages,Semi-Soft
PID102081,Give House,Deli,Prepared Meats,2024-02-20,80,2.530960288,2023-01-26,7.03,390,8.14,Pre-made Salads,Hard
PID102082,Question Let,Deli,Cheese,2024-07-27,9,5.054909386,2023-02-14,42.19,529,5.68,Deli Meats,Soft
PID102083,Than Significant,Bakery Items,Bread,2024-02-07,4,8.247098954,2023-03-01,16.85,343,5.49,Bread,Cream
PID102084,Community Ground,Eggs,Size,2024-06-10,48,8.942180576,2023-03-26,26.75,442,3.61,Small,A
PID102085,Nothing Enter,Fresh Juices,Smoothies,2024-10-08,18,5.445899322,2023-05-17,11.31,510,3.44,Smoothies,None
PID102086,Produce Health,Dairy Products,Cream,2024-04-08,93,3.870417819,2023-07-17,10.14,266,6.11,5.620677634,2%
PID102087,Two Sister,Bakery Items,Cakes,2024-01-05,5,2.830891454,2023-07-21,9.46,168,9.09,Cakes,Custard
PID102088,Summer Vote,Fresh Juices,Freshly Squeezed Juices,2024-12-27,70,6.026202006,2023-01-25,37.5,702,5.11,Freshly Squeezed Juices,Sugar
